StableId	Symbol	BioType	Desciption	Chrom	Start	End	Strand	Length	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000196975	ANXA4	protein_coding	annexin A4 [Source:HGNC Symbol;Acc:542]	2	69947923	70053596	1	105673	-1.500225883	8.222311905	-7.975513174	6.36116E-12	9.58043E-09	16.8282565
ENSG00000120306	CYSTM1	protein_coding	cysteine-rich transmembrane module containing 1 [Source:HGNC Symbol;Acc:30239]	5	139554227	139661637	1	107410	-1.901502632	6.32063909	-7.878441762	1.00941E-11	1.30308E-08	16.36968227
ENSG00000230937	MIR205HG	lincRNA	MIR205 host gene (non-protein coding) [Source:HGNC Symbol;Acc:43562]	1	209602165	209606183	1	4018	6.621923163	-1.793578271	7.95535629	7.17851E-12	9.97979E-09	16.14915075
ENSG00000091490	SEL1L3	protein_coding	sel-1 suppressor of lin-12-like 3 (C. elegans) [Source:HGNC Symbol;Acc:29108]	4	25749055	25865382	-1	116327	-1.323258676	7.394037977	-7.812171471	1.35359E-11	1.52896E-08	16.08188875
ENSG00000196188	CTSE	protein_coding	cathepsin E [Source:HGNC Symbol;Acc:2530]	1	206317459	206332104	1	14645	-4.138565194	7.897891334	-7.774165273	1.66485E-11	1.76993E-08	15.89172026
ENSG00000196460	RFX8	protein_coding	RFX family member 8. lacking RFX DNA binding domain [Source:HGNC Symbol;Acc:37253]	2	102013823	102091165	-1	77342	2.354945898	-1.22768132	7.821862572	1.29436E-11	1.52896E-08	15.67422204
ENSG00000116117	PARD3B	protein_coding	par-3 partitioning defective 3 homolog B (C. elegans) [Source:HGNC Symbol;Acc:14446]	2	205410516	206484886	1	1074370	-1.160685646	4.90678356	-7.691532528	2.36113E-11	2.31818E-08	15.55264028
ENSG00000103460	TOX3	protein_coding	TOX high mobility group box family member 3 [Source:HGNC Symbol;Acc:11972]	16	52471917	52581714	-1	109797	-3.295970697	3.589776264	-7.687140487	2.45234E-11	2.31818E-08	15.49221295
ENSG00000121742	GJB6	protein_coding	gap junction protein. beta 6. 30kDa [Source:HGNC Symbol;Acc:4288]	13	20796110	20806534	-1	10424	4.384901895	0.220460853	7.678954705	2.56535E-11	2.31818E-08	15.43373094
ENSG00000138190	EXOC6	protein_coding	exocyst complex component 6 [Source:HGNC Symbol;Acc:23196]	10	94590935	94819250	1	228315	-0.948914216	4.610354623	-7.619630451	3.28754E-11	2.82932E-08	15.23462039
ENSG00000164749	HNF4G	protein_coding	hepatocyte nuclear factor 4. gamma [Source:HGNC Symbol;Acc:5026]	8	76320149	76479078	1	158929	-2.456659573	4.613363358	-7.600917604	3.6449E-11	2.9194E-08	15.15425709
ENSG00000002726	ABP1	protein_coding	amiloride binding protein 1 (amine oxidase (copper-containing)) [Source:HGNC Symbol;Acc:80]	7	150521715	150558592	1	36877	-3.006251507	5.514777738	-7.593674101	3.79259E-11	2.9194E-08	15.10803843
ENSG00000081803	CADPS2	protein_coding	Ca++-dependent secretion activator 2 [Source:HGNC Symbol;Acc:16018]	7	121958481	122526813	-1	568332	-1.147102871	5.423133987	-7.582979358	3.89104E-11	2.9194E-08	15.05420887
ENSG00000225485	ARHGAP23	protein_coding	Rho GTPase activating protein 23 [Source:HGNC Symbol;Acc:29293]	17	36584662	36668628	1	83966	1.781467676	4.638200404	7.577307395	4.03835E-11	2.9194E-08	15.01292228
ENSG00000198478	SH3BGRL2	protein_coding	SH3 domain binding glutamic acid-rich protein like 2 [Source:HGNC Symbol;Acc:15567]	6	80341000	80413372	1	72372	-1.817826219	6.433522452	-7.531024114	4.99582E-11	3.47267E-08	14.80528452
ENSG00000041982	TNC	protein_coding	tenascin C [Source:HGNC Symbol;Acc:5318]	9	117782806	117880536	-1	97730	3.181642206	5.967615933	7.501873797	5.81085E-11	3.87903E-08	14.67919792
ENSG00000136828	RALGPS1	protein_coding	Ral GEF with PH domain and SH3 binding motif 1 [Source:HGNC Symbol;Acc:16851]	9	129677053	129985445	1	308392	-1.51117748	3.699379633	-7.488313948	6.00967E-11	3.87903E-08	14.67165612
ENSG00000155093	PTPRN2	protein_coding	protein tyrosine phosphatase. receptor type. N polypeptide 2 [Source:HGNC Symbol;Acc:9677]	7	157331750	158380480	-1	1048730	-2.341310022	5.137707451	-7.475102652	6.49024E-11	4.04476E-08	14.58470195
ENSG00000112379	KIAA1244	protein_coding	KIAA1244 [Source:HGNC Symbol;Acc:21213]	6	138483058	138665800	1	182742	-1.623062784	6.576799204	-7.431297356	7.85205E-11	4.55776E-08	14.36099727
ENSG00000104892	KLC3	protein_coding	kinesin light chain 3 [Source:HGNC Symbol;Acc:20717]	19	45836692	45854778	1	18086	2.568133218	0.221859914	7.429322178	7.90043E-11	4.55776E-08	14.32496509
ENSG00000143416	SELENBP1	protein_coding	selenium binding protein 1 [Source:HGNC Symbol;Acc:10719]	1	151336778	151345209	-1	8431	-1.909252454	4.470817905	-7.376377745	1.00952E-10	5.52879E-08	14.16361226
ENSG00000166535	A2ML1	protein_coding	alpha-2-macroglobulin-like 1 [Source:HGNC Symbol;Acc:23336]	12	8975068	9039597	1	64529	5.205985666	0.735359446	7.356678691	1.12826E-10	5.99736E-08	14.05337082
ENSG00000196754	S100A2	protein_coding	S100 calcium binding protein A2 [Source:HGNC Symbol;Acc:10492]	1	153533584	153540366	-1	6782	4.081255727	2.601073604	7.281162715	1.59176E-10	8.09088E-08	13.71898455
ENSG00000107242	PIP5K1B	protein_coding	phosphatidylinositol-4-phosphate 5-kinase. type I. beta [Source:HGNC Symbol;Acc:8995]	9	71320575	71624092	1	303517	-3.118478527	3.333901415	-7.269993337	1.65641E-10	8.09088E-08	13.65602583
ENSG00000124215	CDH26	protein_coding	cadherin 26 [Source:HGNC Symbol;Acc:15902]	20	58533471	58609066	1	75595	2.621066338	-0.208591831	7.271288517	1.6261E-10	8.09088E-08	13.59277009
ENSG00000151623	NR3C2	protein_coding	nuclear receptor subfamily 3. group C. member 2 [Source:HGNC Symbol;Acc:7979]	4	148999913	149365850	-1	365937	-1.857970695	4.020581553	-7.220087962	2.05433E-10	9.52E-08	13.48301729
ENSG00000171747	LGALS4	protein_coding	lectin. galactoside-binding. soluble. 4 [Source:HGNC Symbol;Acc:6565]	19	39292311	39304004	-1	11693	-3.932985361	7.238999788	-7.232732444	1.98416E-10	9.43675E-08	13.47990485
ENSG00000105974	CAV1	protein_coding	caveolin 1. caveolae protein. 22kDa [Source:HGNC Symbol;Acc:1527]	7	116164839	116201233	1	36394	2.175970878	5.859805144	7.212007834	2.15993E-10	9.7591E-08	13.38604046
ENSG00000204128	C2orf72	protein_coding	chromosome 2 open reading frame 72 [Source:HGNC Symbol;Acc:27418]	2	231902205	231914434	1	12229	-3.068006098	2.875664396	-7.205159292	2.21436E-10	9.761E-08	13.32038415
ENSG00000131781	FMO5	protein_coding	flavin containing monooxygenase 5 [Source:HGNC Symbol;Acc:3773]	1	146646930	146714700	-1	67770	-3.112477891	4.298220074	-7.181035718	2.49176E-10	1.02836E-07	13.29996698
ENSG00000163207	IVL	protein_coding	involucrin [Source:HGNC Symbol;Acc:6187]	1	152881021	152884362	1	3341	5.315243172	-3.273917834	7.426360546	8.06995E-11	4.55776E-08	13.29860603
ENSG00000137486	ARRB1	protein_coding	arrestin. beta 1 [Source:HGNC Symbol;Acc:711]	11	74975226	75062873	-1	87647	-0.938202481	4.355034737	-7.181289804	2.44418E-10	1.02836E-07	13.28851155
ENSG00000186807	ANXA8L2	protein_coding	annexin A8-like 2 [Source:HGNC Symbol;Acc:23335]	10	47746936	47763041	1	16105	4.040352058	2.11384341	7.177856301	2.54599E-10	1.02836E-07	13.27181567
ENSG00000175592	FOSL1	protein_coding	FOS-like antigen 1 [Source:HGNC Symbol;Acc:13718]	11	65659490	65668044	-1	8554	1.762817116	1.943333651	7.162701679	2.65985E-10	1.02836E-07	13.2366515
ENSG00000141448	GATA6	protein_coding	GATA binding protein 6 [Source:HGNC Symbol;Acc:4174]	18	19749404	19782491	1	33087	-1.740955649	5.085724277	-7.167962962	2.61291E-10	1.02836E-07	13.2189159
ENSG00000179431	FJX1	protein_coding	four jointed box 1 (Drosophila) [Source:HGNC Symbol;Acc:17166]	11	35639735	35642419	1	2684	1.404081263	2.054686231	7.157649023	2.72167E-10	1.02836E-07	13.21485021
ENSG00000101076	HNF4A	protein_coding	hepatocyte nuclear factor 4. alpha [Source:HGNC Symbol;Acc:5024]	20	42984340	43060030	1	75690	-3.173659237	4.798493415	-7.156717681	2.78812E-10	1.02836E-07	13.19135475
ENSG00000165390	ANXA8	protein_coding	annexin A8 [Source:HGNC Symbol;Acc:546]	10	48255253	48271369	1	16116	4.629103697	1.560875325	7.149216725	2.89935E-10	1.04114E-07	13.15410578
ENSG00000165475	CRYL1	protein_coding	crystallin. lambda 1 [Source:HGNC Symbol;Acc:18246]	13	20977806	21099996	-1	122190	-1.299996346	4.196251619	-7.140825948	2.93799E-10	1.04114E-07	13.12417181
ENSG00000260549	MT1L	pseudogene	metallothionein 1L (gene/pseudogene) [Source:HGNC Symbol;Acc:7404]	16	56651388	56652730	1	1342	2.043701172	-0.597529425	7.154374093	2.76251E-10	1.02836E-07	13.00274704
ENSG00000165996	PTPLA	protein_coding	protein tyrosine phosphatase-like (proline instead of catalytic arginine). member A [Source:HGNC Symbol;Acc:9639]	10	17631958	17659376	-1	27418	1.796968156	0.3101434	7.104741262	3.46129E-10	1.203E-07	12.92017764
ENSG00000182782	HCAR2	protein_coding	hydroxycarboxylic acid receptor 2 [Source:HGNC Symbol;Acc:24827]	12	123185840	123187890	-1	2050	2.735973706	0.209390733	7.068808695	4.11146E-10	1.40201E-07	12.7723745
ENSG00000179241	LDLRAD3	protein_coding	low density lipoprotein receptor class A domain containing 3 [Source:HGNC Symbol;Acc:27046]	11	35965531	36253686	1	288155	1.071054656	2.768910808	7.039458531	4.65398E-10	1.50199E-07	12.68535809
ENSG00000164237	CMBL	protein_coding	carboxymethylenebutenolidase homolog (Pseudomonas) [Source:HGNC Symbol;Acc:25090]	5	10275987	10308138	-1	32151	-1.411882343	5.228106979	-7.047988019	4.48028E-10	1.49848E-07	12.68070926
ENSG00000149948	HMGA2	protein_coding	high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:5009]	12	66217911	66360075	1	142164	2.697997925	3.352135555	7.04827642	4.56021E-10	1.49848E-07	12.67433679
ENSG00000185386	MAPK11	protein_coding	mitogen-activated protein kinase 11 [Source:HGNC Symbol;Acc:6873]	22	50702142	50709196	-1	7054	1.103888322	1.437872027	7.009289682	5.33527E-10	1.62347E-07	12.56110314
ENSG00000060138	CSDA	protein_coding	cold shock domain protein A [Source:HGNC Symbol;Acc:2428]	12	10851683	10875911	-1	24228	0.992184562	6.711211677	7.021989043	5.03719E-10	1.59714E-07	12.55879758
ENSG00000151136	BTBD11	protein_coding	BTB (POZ) domain containing 11 [Source:HGNC Symbol;Acc:23844]	12	107712190	108053419	1	341229	1.91122995	1.943600708	7.005231443	5.45688E-10	1.62347E-07	12.54285418
ENSG00000172965	AC068491.1	processed_transcript	None	2	111965353	112252677	-1	287324	1.039337061	4.070861712	7.006552418	5.40178E-10	1.62347E-07	12.4926246
ENSG00000174775	HRAS	protein_coding	v-Ha-ras Harvey rat sarcoma viral oncogene homolog [Source:HGNC Symbol;Acc:5173]	11	532242	537287	-1	5045	0.954505805	3.186853985	6.971067725	6.34223E-10	1.79099E-07	12.37124777
ENSG00000088726	TMEM40	protein_coding	transmembrane protein 40 [Source:HGNC Symbol;Acc:25620]	3	12775024	12810956	-1	35932	2.920621195	-0.847051492	6.98649287	5.9323E-10	1.72927E-07	12.28906287
ENSG00000172548	NIPAL4	protein_coding	NIPA-like domain containing 4 [Source:HGNC Symbol;Acc:28018]	5	156887027	156901725	1	14698	3.524747192	-1.22957369	6.97692904	6.23239E-10	1.7879E-07	12.19012416
ENSG00000177494	ZBED2	protein_coding	zinc finger. BED-type containing 2 [Source:HGNC Symbol;Acc:20710]	3	111311747	111314290	-1	2543	3.433828129	0.087785501	6.925126094	7.92825E-10	2.15793E-07	12.15313963
ENSG00000128274	A4GALT	protein_coding	alpha 1.4-galactosyltransferase [Source:HGNC Symbol;Acc:18149]	22	43088127	43117304	-1	29177	1.511923701	3.082748355	6.919963143	7.99986E-10	2.15793E-07	12.14213035
ENSG00000109265	KIAA1211	protein_coding	KIAA1211 [Source:HGNC Symbol;Acc:29219]	4	57036361	57194791	1	158430	-2.08027843	4.458437884	-6.874522952	9.91917E-10	2.5981E-07	11.95210646
ENSG00000176014	TUBB6	protein_coding	tubulin. beta 6 class V [Source:HGNC Symbol;Acc:20776]	18	12307668	12344319	1	36651	1.302342123	5.364090587	6.876762491	9.70878E-10	2.58039E-07	11.90398344
ENSG00000147509	RGS20	protein_coding	regulator of G-protein signaling 20 [Source:HGNC Symbol;Acc:14600]	8	54764368	54871863	1	107495	3.63484791	-2.534284375	7.003597568	5.47953E-10	1.62347E-07	11.86363747
ENSG00000124882	EREG	protein_coding	epiregulin [Source:HGNC Symbol;Acc:3443]	4	75230860	75254468	1	23608	2.943391877	2.780441919	6.857704045	1.07836E-09	2.78416E-07	11.85503362
ENSG00000203722	RAET1G	protein_coding	retinoic acid early transcript 1G [Source:HGNC Symbol;Acc:16795]	6	150238014	150244257	-1	6243	1.993601278	-1.595841987	6.931935227	7.56861E-10	2.10442E-07	11.80278143
ENSG00000167183	PRR15L	protein_coding	proline rich 15-like [Source:HGNC Symbol;Acc:28149]	17	46029333	46035244	-1	5911	-2.630467646	5.188065468	-6.838822628	1.17023E-09	2.97882E-07	11.7812343
ENSG00000066405	CLDN18	protein_coding	claudin 18 [Source:HGNC Symbol;Acc:2039]	3	137717577	137752494	1	34917	-6.217869093	6.39641384	-6.826497404	1.24395E-09	3.03676E-07	11.7549094
ENSG00000173926	MARCH3	protein_coding	membrane-associated ring finger (C3HC4) 3. E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:28728]	5	126203406	126366500	-1	163094	-1.438986808	3.46039919	-6.817494974	1.26744E-09	3.03676E-07	11.73328323
ENSG00000087494	PTHLH	protein_coding	parathyroid hormone-like hormone [Source:HGNC Symbol;Acc:9607]	12	28111017	28125638	-1	14621	2.627275759	1.481529754	6.818827827	1.27701E-09	3.03676E-07	11.72823945
ENSG00000120756	PLS1	protein_coding	plastin 1 [Source:HGNC Symbol;Acc:9090]	3	142315229	142432506	1	117277	-1.818600351	7.04065019	-6.832834381	1.19797E-09	3.00707E-07	11.7033364
ENSG00000109654	TRIM2	protein_coding	tripartite motif containing 2 [Source:HGNC Symbol;Acc:15974]	4	154073494	154260472	1	186978	-1.390447452	6.580572099	-6.819434904	1.25952E-09	3.03676E-07	11.65086941
ENSG00000160182	TFF1	protein_coding	trefoil factor 1 [Source:HGNC Symbol;Acc:11755]	21	43782391	43786703	-1	4312	-4.763599762	6.248018985	-6.787236186	1.48344E-09	3.3937E-07	11.57550454
ENSG00000146648	EGFR	protein_coding	epidermal growth factor receptor [Source:HGNC Symbol;Acc:3236]	7	55086714	55324313	1	237599	1.253584771	7.142462836	6.787081142	1.45304E-09	3.36677E-07	11.5403826
ENSG00000154153	FAM134B	protein_coding	family with sequence similarity 134. member B [Source:HGNC Symbol;Acc:25964]	5	16473147	16617167	-1	144020	-2.18267698	4.475048305	-6.777041703	1.53806E-09	3.43178E-07	11.53373228
ENSG00000140519	RHCG	protein_coding	Rh family. C glycoprotein [Source:HGNC Symbol;Acc:18140]	15	89998680	90039844	-1	41164	4.149858068	-1.025040868	6.799147995	1.39754E-09	3.28022E-07	11.49871276
ENSG00000133056	PIK3C2B	protein_coding	phosphatidylinositol-4-phosphate 3-kinase. catalytic subunit type 2 beta [Source:HGNC Symbol;Acc:8972]	1	204391756	204463852	-1	72096	-1.24017521	5.636881811	-6.774528602	1.53728E-09	3.43178E-07	11.46396228
ENSG00000178752	FAM132B	protein_coding	family with sequence similarity 132. member B [Source:HGNC Symbol;Acc:26727]	2	239067623	239077541	1	9918	1.894401944	-0.961239944	6.770096631	1.56817E-09	3.45628E-07	11.30146938
ENSG00000198758	EPS8L3	protein_coding	EPS8-like 3 [Source:HGNC Symbol;Acc:21297]	1	110292702	110306649	-1	13947	-3.650026377	4.430786926	-6.720586022	1.99905E-09	4.30105E-07	11.30034962
ENSG00000205420	KRT6A	protein_coding	keratin 6A [Source:HGNC Symbol;Acc:6443]	12	52880958	52887041	-1	6083	5.323101352	3.037999546	6.720645684	1.99852E-09	4.30105E-07	11.2703497
ENSG00000080493	SLC4A4	protein_coding	solute carrier family 4. sodium bicarbonate cotransporter. member 4 [Source:HGNC Symbol;Acc:11030]	4	72053003	72437804	1	384801	-2.639840382	6.217453776	-6.702110036	2.16306E-09	4.59918E-07	11.15330523
ENSG00000166387	PPFIBP2	protein_coding	PTPRF interacting protein. binding protein 2 (liprin beta 2) [Source:HGNC Symbol;Acc:9250]	11	7534529	7678358	1	143829	-1.111780348	4.490969616	-6.687251778	2.27298E-09	4.7767E-07	11.12129683
ENSG00000170779	CDCA4	protein_coding	cell division cycle associated 4 [Source:HGNC Symbol;Acc:14625]	14	105475910	105487485	-1	11575	1.037812785	3.248006983	6.673024695	2.42229E-09	5.03196E-07	11.0671903
ENSG00000186081	KRT5	protein_coding	keratin 5 [Source:HGNC Symbol;Acc:6442]	12	52908359	52914471	-1	6112	6.056862247	1.000471594	6.631243459	2.9782E-09	6.0103E-07	10.91943869
ENSG00000183876	ARSI	protein_coding	arylsulfatase family. member I [Source:HGNC Symbol;Acc:32521]	5	149675906	149718870	-1	42964	1.961188943	1.262929322	6.620006224	3.07686E-09	6.08895E-07	10.88728677
ENSG00000127324	TSPAN8	protein_coding	tetraspanin 8 [Source:HGNC Symbol;Acc:11855]	12	71518865	71835678	-1	316813	-3.131232111	7.364856494	-6.637538474	2.89584E-09	5.94734E-07	10.85484125
ENSG00000077147	TM9SF3	protein_coding	transmembrane 9 superfamily member 3 [Source:HGNC Symbol;Acc:21529]	10	98277866	98347209	-1	69343	-0.855520675	8.736081715	-6.617301978	3.10663E-09	6.08895E-07	10.81314552
ENSG00000133466	C1QTNF6	protein_coding	C1q and tumor necrosis factor related protein 6 [Source:HGNC Symbol;Acc:14343]	22	37576207	37595425	-1	19218	1.029121718	3.172605027	6.612990481	3.16694E-09	6.08895E-07	10.80962937
ENSG00000161638	ITGA5	protein_coding	integrin. alpha 5 (fibronectin receptor. alpha polypeptide) [Source:HGNC Symbol;Acc:6141]	12	54789045	54813244	-1	24199	1.631696371	6.591818504	6.615404883	3.15657E-09	6.08895E-07	10.77845352
ENSG00000115008	IL1A	protein_coding	interleukin 1. alpha [Source:HGNC Symbol;Acc:5991]	2	113531492	113542167	-1	10675	3.482295416	0.129257865	6.570552501	3.88129E-09	7.2316E-07	10.65006743
ENSG00000095539	SEMA4G	protein_coding	sema domain. immunoglobulin domain (Ig). transmembrane domain (TM) and short cytoplasmic domain. (semaphorin) 4G [Source:HGNC Symbol;Acc:10735]	10	102729275	102745628	1	16353	-2.47071006	3.740130239	-6.566429634	3.94088E-09	7.2677E-07	10.64764616
ENSG00000198944	SOWAHA	protein_coding	sosondowah ankyrin repeat domain family member A [Source:HGNC Symbol;Acc:27033]	5	132149033	132152488	1	3455	-2.731608394	1.615733854	-6.570477891	3.83353E-09	7.21702E-07	10.51228784
ENSG00000242147	RP13-463N16.6	lincRNA	None	10	5636954	5638081	-1	1127	2.503182803	-2.085914099	6.625654044	2.99301E-09	6.0103E-07	10.45285042
ENSG00000176170	SPHK1	protein_coding	sphingosine kinase 1 [Source:HGNC Symbol;Acc:11240]	17	74372665	74383941	1	11276	1.40239384	3.362527047	6.519584802	4.80776E-09	8.69574E-07	10.39071721
ENSG00000183696	UPP1	protein_coding	uridine phosphorylase 1 [Source:HGNC Symbol;Acc:12576]	7	48128225	48148330	1	20105	1.081222906	3.675834727	6.513678903	4.92679E-09	8.79257E-07	10.3567913
ENSG00000052795	FNIP2	protein_coding	folliculin interacting protein 2 [Source:HGNC Symbol;Acc:29280]	4	159690290	159829201	1	138911	-0.762433345	6.373528949	-6.519013459	4.81145E-09	8.69574E-07	10.34194219
ENSG00000267123	CTD-2357A8.3	lincRNA	None	17	76613471	76628139	-1	14668	2.135087952	-1.8162844	6.578369154	3.69523E-09	7.02989E-07	10.3204849
ENSG00000157168	NRG1	protein_coding	neuregulin 1 [Source:HGNC Symbol;Acc:7997]	8	31496902	32622548	1	1125646	2.5219368	-0.40640048	6.499842379	5.25001E-09	9.21198E-07	10.31176185
ENSG00000130270	ATP8B3	protein_coding	ATPase. aminophospholipid transporter. class I. type 8B. member 3 [Source:HGNC Symbol;Acc:13535]	19	1782074	1812275	-1	30201	1.62791163	0.906386734	6.483778936	5.62577E-09	9.77641E-07	10.3078296
ENSG00000073282	TP63	protein_coding	tumor protein p63 [Source:HGNC Symbol;Acc:15979]	3	189349205	189615068	1	265863	3.441010909	1.498668279	6.471585378	6.04958E-09	1.00306E-06	10.22758312
ENSG00000181751	C5orf30	protein_coding	chromosome 5 open reading frame 30 [Source:HGNC Symbol;Acc:25052]	5	102594403	102614361	1	19958	-1.235479731	4.084418687	-6.470508411	5.96664E-09	9.98473E-07	10.21102165
ENSG00000143850	PLEKHA6	protein_coding	pleckstrin homology domain containing. family A member 6 [Source:HGNC Symbol;Acc:17053]	1	204190349	204346793	-1	156444	-1.863634225	5.675538521	-6.480401868	5.77251E-09	9.84213E-07	10.18958764
ENSG00000019505	SYT13	protein_coding	synaptotagmin XIII [Source:HGNC Symbol;Acc:14962]	11	45261852	45307870	-1	46018	-2.187344078	5.96116664	-6.475411097	5.919E-09	9.98473E-07	10.16647225
ENSG00000148680	HTR7	protein_coding	5-hydroxytryptamine (serotonin) receptor 7. adenylate cyclase-coupled [Source:HGNC Symbol;Acc:5302]	10	92500580	92617455	-1	116875	2.397959095	-0.864041321	6.478093028	5.7694E-09	9.84213E-07	10.1568122
ENSG00000125148	MT2A	protein_coding	metallothionein 2A [Source:HGNC Symbol;Acc:7406]	16	56642111	56643409	1	1298	1.800178977	4.902187371	6.457271025	6.39481E-09	1.05067E-06	10.07175106
ENSG00000085276	MECOM	protein_coding	MDS1 and EVI1 complex locus [Source:HGNC Symbol;Acc:3498]	3	168801287	169381406	-1	580119	-1.29823548	6.571118015	-6.434037291	7.02549E-09	1.14389E-06	9.975778883
ENSG00000095752	IL11	protein_coding	interleukin 11 [Source:HGNC Symbol;Acc:5966]	19	55875757	55881831	-1	6074	1.619997912	0.162971793	6.403774592	8.01609E-09	1.28208E-06	9.939972874
ENSG00000151694	ADAM17	protein_coding	ADAM metallopeptidase domain 17 [Source:HGNC Symbol;Acc:195]	2	9628615	9695921	-1	67306	0.664416976	5.611158478	6.417254985	7.55252E-09	1.21872E-06	9.901945944
ENSG00000134762	DSC3	protein_coding	desmocollin 3 [Source:HGNC Symbol;Acc:3037]	18	28569974	28622781	-1	52807	3.094224461	2.915772678	6.402200773	8.21851E-09	1.30292E-06	9.880543583
ENSG00000124466	LYPD3	protein_coding	LY6/PLAUR domain containing 3 [Source:HGNC Symbol;Acc:24880]	19	43964939	43969812	-1	4873	2.546498841	0.945875204	6.383029963	8.87593E-09	1.39491E-06	9.875581895
ENSG00000174564	IL20RB	protein_coding	interleukin 20 receptor beta [Source:HGNC Symbol;Acc:6004]	3	136665072	136729927	1	64855	3.046019471	1.659481787	6.372448881	9.33974E-09	1.45515E-06	9.805949622
ENSG00000233901	RP11-65J3.1	lincRNA	None	9	132094579	132121817	1	27238	1.711373206	0.597682287	6.353752952	9.99574E-09	1.52072E-06	9.75560257
ENSG00000111700	SLCO1B3	protein_coding	solute carrier organic anion transporter family. member 1B3 [Source:HGNC Symbol;Acc:10961]	12	20963636	21243040	1	279404	4.819234749	-0.602251952	6.363419579	9.74943E-09	1.50599E-06	9.74984515
ENSG00000175906	ARL4D	protein_coding	ADP-ribosylation factor-like 4D [Source:HGNC Symbol;Acc:656]	17	41476327	41478492	1	2165	1.867136962	1.772936335	6.352741481	1.00788E-08	1.52072E-06	9.740778818
ENSG00000205754	SLCO1B7	protein_coding	solute carrier organic anion transporter family. member 1B7 (non-functional) [Source:HGNC Symbol;Acc:32934]	12	20968673	21245679	1	277006	4.057531118	-3.338281511	6.512541424	4.96233E-09	8.79257E-07	9.663737257
ENSG00000156110	ADK	protein_coding	adenosine kinase [Source:HGNC Symbol;Acc:257]	10	75910960	76469061	1	558101	0.896072026	4.022640449	6.351461724	1.00972E-08	1.52072E-06	9.646791116
ENSG00000188761	BCL2L15	protein_coding	BCL2-like 15 [Source:HGNC Symbol;Acc:33624]	1	114420790	114430169	-1	9379	-2.159198395	4.630589815	-6.340277119	1.07231E-08	1.58852E-06	9.643287168
ENSG00000167861	HID1	protein_coding	HID1 domain containing [Source:HGNC Symbol;Acc:15736]	17	72946838	72969261	-1	22423	-2.0019731	4.891837513	-6.341735304	1.06462E-08	1.58852E-06	9.633770883
ENSG00000134363	FST	protein_coding	follistatin [Source:HGNC Symbol;Acc:3971]	5	52776239	52782964	1	6725	2.745328862	1.944422807	6.317458208	1.18902E-08	1.70549E-06	9.565685897
