StableId	Symbol	BioType	Desciption	Chrom	Start	End	Strand	Length	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000060138	CSDA	protein_coding	cold shock domain protein A [Source:HGNC Symbol;Acc:2428]	12	10851683	10875911	-1	24228	-0.728172319	6.711211677	-5.130670236	1.80165E-06	0.002159995	4.841368602
ENSG00000175311	ANKS4B	protein_coding	ankyrin repeat and sterile alpha motif domain containing 4B [Source:HGNC Symbol;Acc:26795]	16	21244986	21263750	1	18764	1.955810894	3.059870413	5.121344616	1.88486E-06	0.002159995	4.822604206
ENSG00000123191	ATP7B	protein_coding	ATPase. Cu++ transporting. beta polypeptide [Source:HGNC Symbol;Acc:870]	13	52506809	52585630	-1	78821	1.591275316	4.142749336	5.08826254	2.1535E-06	0.002289419	4.682460995
ENSG00000232872	CTAGE3P	pseudogene	CTAGE family. member 3. pseudogene [Source:HGNC Symbol;Acc:24348]	13	52482354	52484757	-1	2403	2.068086766	-1.665589564	5.289587508	9.41956E-07	0.001704934	4.554453525
ENSG00000176454	LPCAT4	protein_coding	lysophosphatidylcholine acyltransferase 4 [Source:HGNC Symbol;Acc:30059]	15	34651106	34659479	-1	8373	1.01326664	4.894539825	5.043311352	2.56692E-06	0.002498529	4.50746234
ENSG00000183778	B3GALT5	protein_coding	UDP-Gal:betaGlcNAc beta 1.3-galactosyltransferase. polypeptide 5 [Source:HGNC Symbol;Acc:920]	21	40928369	41034816	1	106447	2.0550941	4.300504596	5.039375356	2.62668E-06	0.002498529	4.495239302
ENSG00000101342	C20orf118	protein_coding	chromosome 20 open reading frame 118 [Source:HGNC Symbol;Acc:16112]	20	35504534	35522638	1	18104	1.951009945	1.322923505	5.001886756	3.04217E-06	0.002618152	4.341662759
ENSG00000104537	ANXA13	protein_coding	annexin A13 [Source:HGNC Symbol;Acc:536]	8	124693034	124749647	-1	56613	2.116353539	2.062393282	4.907023231	4.44483E-06	0.003347141	4.027239178
ENSG00000213996	TM6SF2	protein_coding	transmembrane 6 superfamily member 2 [Source:HGNC Symbol;Acc:11861]	19	19375173	19384200	-1	9027	1.351216468	-0.653555187	5.008181905	2.95138E-06	0.002618152	3.993142841
ENSG00000232756	RP5-1185I7.1	antisense	None	7	77619701	77624488	1	4787	1.965394559	-0.487891855	4.97279022	3.4027E-06	0.002795319	3.951352167
ENSG00000165841	CYP2C19	protein_coding	cytochrome P450. family 2. subfamily C. polypeptide 19 [Source:HGNC Symbol;Acc:2621]	10	96447911	96613017	1	165106	1.981224018	2.346064952	4.833875171	5.93323E-06	0.004289248	3.762770591
ENSG00000198056	PRIM1	protein_coding	primase. DNA. polypeptide 1 (49kDa) [Source:HGNC Symbol;Acc:9369]	12	57125406	57146157	-1	20751	-0.695526118	2.447490509	-4.792614402	6.93677E-06	0.004650643	3.609110632
ENSG00000069764	PLA2G10	protein_coding	phospholipase A2. group X [Source:HGNC Symbol;Acc:9029]	16	14766405	14788526	-1	22121	2.001973773	1.883053092	4.791255241	7.01337E-06	0.004650643	3.606426139
ENSG00000145365	TIFA	protein_coding	TRAF-interacting protein with forkhead-associated domain [Source:HGNC Symbol;Acc:19075]	4	113196783	113207059	-1	10276	-0.676131712	3.137777743	-4.7829294	7.20511E-06	0.004650643	3.583154729
ENSG00000255774	AP000439.3	lincRNA	None	11	69291901	69294708	-1	2807	2.04253864	-1.480466113	4.950244993	3.7201E-06	0.002923189	3.526945459
ENSG00000184809	C21orf88	protein_coding	chromosome 21 open reading frame 88 [Source:HGNC Symbol;Acc:16424]	21	40969074	40984748	-1	15674	2.014998455	0.734322474	4.760200138	7.90856E-06	0.004885518	3.436447651
ENSG00000198643	FAM3D	protein_coding	family with sequence similarity 3. member D [Source:HGNC Symbol;Acc:18665]	3	58619673	58652575	-1	32902	2.424029986	3.379289916	4.746102861	8.37996E-06	0.004885518	3.426005842
ENSG00000095539	SEMA4G	protein_coding	sema domain. immunoglobulin domain (Ig). transmembrane domain (TM) and short cytoplasmic domain. (semaphorin) 4G [Source:HGNC Symbol;Acc:10735]	10	102729275	102745628	1	16353	1.550399727	3.740130239	4.72589697	9.05137E-06	0.004961075	3.343985186
ENSG00000233041	PHGR1	protein_coding	proline/histidine/glycine-rich 1 [Source:HGNC Symbol;Acc:37226]	15	40643234	40648635	1	5401	3.524684438	0.590556119	4.724257609	9.12366E-06	0.004961075	3.312695408
ENSG00000110628	SLC22A18	protein_coding	solute carrier family 22. member 18 [Source:HGNC Symbol;Acc:10964]	11	2920951	2946476	1	25525	0.974166316	3.758562663	4.709906747	9.58716E-06	0.004961075	3.290696291
ENSG00000169876	MUC17	protein_coding	mucin 17. cell surface associated [Source:HGNC Symbol;Acc:16800]	7	100663353	100702020	1	38667	3.771752717	4.950880485	4.704352955	9.8569E-06	0.004961075	3.265656757
ENSG00000109265	KIAA1211	protein_coding	KIAA1211 [Source:HGNC Symbol;Acc:29219]	4	57036361	57194791	1	158430	1.283869587	4.458437884	4.703007974	9.88207E-06	0.004961075	3.245924652
ENSG00000140526	ABHD2	protein_coding	abhydrolase domain containing 2 [Source:HGNC Symbol;Acc:18717]	15	89630690	89745591	1	114901	0.886890438	9.085794219	4.675977842	1.0928E-05	0.005337903	3.192749875
ENSG00000235379	RPL7P31	pseudogene	ribosomal protein L7 pseudogene 31 [Source:HGNC Symbol;Acc:36988]	7	34750369	34751092	1	723	2.947837489	-3.3864081	5.175863805	1.4996E-06	0.002159995	3.168009528
ENSG00000125170	DOK4	protein_coding	docking protein 4 [Source:HGNC Symbol;Acc:19868]	16	57505863	57521239	-1	15376	0.912544095	5.334495892	4.664921155	1.14145E-05	0.005428797	3.101838223
ENSG00000108242	CYP2C18	protein_coding	cytochrome P450. family 2. subfamily C. polypeptide 18 [Source:HGNC Symbol;Acc:2620]	10	96442710	96495947	1	53237	1.969938761	3.391712836	4.65383354	1.19845E-05	0.00555374	3.091474443
ENSG00000010310	GIPR	protein_coding	gastric inhibitory polypeptide receptor [Source:HGNC Symbol;Acc:4271]	19	46171502	46186982	1	15480	1.127130341	1.248443987	4.634502893	1.28271E-05	0.005795587	3.029108067
ENSG00000233930	RP13-25N22.1	lincRNA	None	11	1592583	1620414	1	27831	1.503128496	-0.115010861	4.606399773	1.4292E-05	0.006299997	2.794376234
ENSG00000165475	CRYL1	protein_coding	crystallin. lambda 1 [Source:HGNC Symbol;Acc:18246]	13	20977806	21099996	-1	122190	0.790836265	4.196251619	4.537474123	1.86058E-05	0.00777981	2.659083343
ENSG00000176920	FUT2	protein_coding	fucosyltransferase 2 (secretor status included) [Source:HGNC Symbol;Acc:4013]	19	49199228	49209207	1	9979	1.343143854	4.875755879	4.519133239	2.00448E-05	0.007974319	2.578356148
ENSG00000113303	BTNL8	protein_coding	butyrophilin-like 8 [Source:HGNC Symbol;Acc:26131]	5	180326077	180377906	1	51829	2.379091576	2.029897177	4.493094576	2.21559E-05	0.008147485	2.554373613
ENSG00000138109	CYP2C9	protein_coding	cytochrome P450. family 2. subfamily C. polypeptide 9 [Source:HGNC Symbol;Acc:2623]	10	96698415	96749147	1	50732	1.888037273	0.634115567	4.491534841	2.22334E-05	0.008147485	2.512964805
ENSG00000186204	CYP4F12	protein_coding	cytochrome P450. family 4. subfamily F. polypeptide 12 [Source:HGNC Symbol;Acc:18857]	19	15783567	15807984	1	24417	1.596424726	2.517981263	4.475263715	2.36708E-05	0.008147485	2.486875995
ENSG00000198286	CARD11	protein_coding	caspase recruitment domain family. member 11 [Source:HGNC Symbol;Acc:16393]	7	2945775	3083579	-1	137804	1.026477322	5.345816181	4.491796419	2.21857E-05	0.008147485	2.479590809
ENSG00000160145	KALRN	protein_coding	kalirin. RhoGEF kinase [Source:HGNC Symbol;Acc:4814]	3	123798870	124440036	1	641166	0.831975444	5.041802466	4.477430316	2.33802E-05	0.008147485	2.43042884
ENSG00000158467	AHCYL2	protein_coding	adenosylhomocysteinase-like 2 [Source:HGNC Symbol;Acc:22204]	7	128864864	129070052	1	205188	1.158211911	5.81894235	4.475646759	2.36114E-05	0.008147485	2.425321218
ENSG00000186529	CYP4F3	protein_coding	cytochrome P450. family 4. subfamily F. polypeptide 3 [Source:HGNC Symbol;Acc:2646]	19	15751707	15773634	1	21927	1.779334466	3.762912442	4.466389338	2.45101E-05	0.008203155	2.413882025
ENSG00000100629	CEP128	protein_coding	centrosomal protein 128kDa [Source:HGNC Symbol;Acc:20359]	14	80943330	81425861	-1	482531	-0.620322507	2.639811403	-4.449937638	2.593E-05	0.008326308	2.412611987
ENSG00000238045	AC009133.14	antisense	None	16	29819966	29823359	-1	3393	1.340542493	0.359578767	4.4716001	2.38929E-05	0.008147485	2.41215933
ENSG00000080839	RBL1	protein_coding	retinoblastoma-like 1 (p107) [Source:HGNC Symbol;Acc:9893]	20	35624752	35724398	-1	99646	-0.644410712	3.76247991	-4.457500412	2.52004E-05	0.008280855	2.409576597
ENSG00000197085	NPSR1-AS1	lincRNA	NPSR1 antisense RNA 1 [Source:HGNC Symbol;Acc:22128]	7	34386124	34911194	-1	525070	2.01782566	-1.518080867	4.551686049	1.7625E-05	0.007584199	2.300395261
ENSG00000187288	CIDEC	protein_coding	cell death-inducing DFFA-like effector c [Source:HGNC Symbol;Acc:24229]	3	9908398	9921938	-1	13540	1.959056955	0.004643968	4.437267069	2.72742E-05	0.008354692	2.271728241
ENSG00000188993	LRRC66	protein_coding	leucine rich repeat containing 66 [Source:HGNC Symbol;Acc:34299]	4	52859868	52883786	-1	23918	1.788950517	2.405215836	4.404215893	3.09291E-05	0.008934297	2.242861917
ENSG00000248905	FMN1	protein_coding	formin 1 [Source:HGNC Symbol;Acc:3768]	15	33057747	33486897	-1	429150	0.60518598	6.207597725	4.42157197	2.88529E-05	0.008592771	2.237217423
ENSG00000180745	CLRN3	protein_coding	clarin 3 [Source:HGNC Symbol;Acc:20795]	10	129676105	129691211	-1	15106	2.032842443	2.386206553	4.398491115	3.16381E-05	0.008934297	2.222354426
ENSG00000133519	ZDHHC8P1	pseudogene	zinc finger. DHHC-type containing 8 pseudogene 1 [Source:HGNC Symbol;Acc:26461]	22	23732793	23744913	-1	12120	1.391101574	-0.535814249	4.441128597	2.68056E-05	0.008352712	2.180146958
ENSG00000204876	AC021218.2	protein_coding	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:E9PBC9]	7	155755326	155759037	1	3711	2.004515369	1.960436296	4.381778067	3.36563E-05	0.009357999	2.174233039
ENSG00000157064	NMNAT2	protein_coding	nicotinamide nucleotide adenylyltransferase 2 [Source:HGNC Symbol;Acc:16789]	1	183217372	183387737	-1	170365	1.609628521	1.796633526	4.358673285	3.66348E-05	0.009736775	2.099530953
ENSG00000174611	KY	protein_coding	kyphoscoliosis peptidase [Source:HGNC Symbol;Acc:26576]	3	134321980	134370478	-1	48498	1.468070059	-2.006191997	4.532794762	1.89405E-05	0.00777981	2.008616902
ENSG00000128655	PDE11A	protein_coding	phosphodiesterase 11A [Source:HGNC Symbol;Acc:8773]	2	178492797	178973066	-1	480269	1.389209838	2.182445194	4.328753781	4.09431E-05	0.009999518	1.993723318
ENSG00000204860	FAM201A	protein_coding	family with sequence similarity 201. member A [Source:HGNC Symbol;Acc:27239]	9	38620471	38624987	1	4516	1.105746608	0.174839072	4.341701677	3.88984E-05	0.009999518	1.968178026
ENSG00000140391	TSPAN3	protein_coding	tetraspanin 3 [Source:HGNC Symbol;Acc:17752]	15	77336359	77376326	-1	39967	0.761075419	8.167005448	4.32941415	4.0717E-05	0.009999518	1.958202943
ENSG00000173237	C11orf86	protein_coding	chromosome 11 open reading frame 86 [Source:HGNC Symbol;Acc:34442]	11	66742748	66744475	1	1727	2.063088459	-0.760716576	4.37175982	3.48276E-05	0.009394611	1.940183676
ENSG00000125648	SLC25A23	protein_coding	solute carrier family 25 (mitochondrial carrier; phosphate carrier). member 23 [Source:HGNC Symbol;Acc:19375]	19	6436090	6465214	-1	29124	0.7099892	4.354711861	4.333769025	4.00633E-05	0.009999518	1.939175808
ENSG00000167972	ABCA3	protein_coding	ATP-binding cassette. sub-family A (ABC1). member 3 [Source:HGNC Symbol;Acc:33]	16	2325882	2390747	-1	64865	1.039040542	3.326222316	4.313087881	4.33243E-05	0.010439998	1.902755413
ENSG00000075035	WSCD2	protein_coding	WSC domain containing 2 [Source:HGNC Symbol;Acc:29117]	12	108523248	108644314	1	121066	1.653886398	-0.620117866	4.338340805	3.93926E-05	0.009999518	1.854602914
ENSG00000036828	CASR	protein_coding	calcium-sensing receptor [Source:HGNC Symbol;Acc:1514]	3	121902530	122005342	1	102812	2.376906801	1.454548379	4.28589918	4.80837E-05	0.01100022	1.854379409
ENSG00000232070	TMEM253	protein_coding	transmembrane protein 253 [Source:HGNC Symbol;Acc:32545]	14	21567096	21571883	1	4787	1.740568869	-1.922881628	4.446582767	2.62601E-05	0.008326308	1.818433107
ENSG00000106665	CLIP2	protein_coding	CAP-GLY domain containing linker protein 2 [Source:HGNC Symbol;Acc:2586]	7	73703805	73820273	1	116468	0.595051964	5.688009854	4.302500296	4.49917E-05	0.010681474	1.816600327
ENSG00000130055	GDPD2	protein_coding	glycerophosphodiester phosphodiesterase domain containing 2 [Source:HGNC Symbol;Acc:25974]	X	69642881	69653240	1	10359	1.5902546	-0.11784425	4.299539986	4.55084E-05	0.010681474	1.809266763
ENSG00000229719	AP001187.9	lincRNA	None	11	64658898	64660921	-1	2023	1.890764698	0.565161878	4.279995518	4.90416E-05	0.011079109	1.808942524
ENSG00000105523	FAM83E	protein_coding	family with sequence similarity 83. member E [Source:HGNC Symbol;Acc:25972]	19	49104067	49118111	-1	14044	1.418511834	3.69928623	4.288419202	4.75839E-05	0.01100022	1.799019362
ENSG00000119946	CNNM1	protein_coding	cyclin M1 [Source:HGNC Symbol;Acc:102]	10	101088856	101154087	1	65231	1.348568782	2.111113936	4.259054467	5.29586E-05	0.011394286	1.760675264
ENSG00000158158	CNNM4	protein_coding	cyclin M4 [Source:HGNC Symbol;Acc:105]	2	97426639	97477628	1	50989	0.715990508	4.968975336	4.272301063	5.0304E-05	0.011106452	1.714805947
ENSG00000090020	SLC9A1	protein_coding	solute carrier family 9. subfamily A (NHE1. cation proton antiporter 1). member 1 [Source:HGNC Symbol;Acc:11071]	1	27425306	27493472	-1	68166	0.79376464	4.930110801	4.271907718	5.03917E-05	0.011106452	1.713764333
ENSG00000136828	RALGPS1	protein_coding	Ral GEF with PH domain and SH3 binding motif 1 [Source:HGNC Symbol;Acc:16851]	9	129677053	129985445	1	308392	0.836273478	3.699379633	4.258617731	5.29159E-05	0.011394286	1.703002745
ENSG00000134443	GRP	protein_coding	gastrin-releasing peptide [Source:HGNC Symbol;Acc:4605]	18	56887400	56898006	1	10606	1.800364765	-0.419484128	4.254158774	5.38354E-05	0.011446671	1.623777749
ENSG00000106078	COBL	protein_coding	cordon-bleu homolog (mouse) [Source:HGNC Symbol;Acc:22199]	7	51083909	51384515	-1	300606	1.07553074	4.436972708	4.236494764	5.75538E-05	0.012095	1.599282014
ENSG00000112029	FBXO5	protein_coding	F-box protein 5 [Source:HGNC Symbol;Acc:13584]	6	153291664	153304714	-1	13050	-0.676853421	2.417982845	-4.206158618	6.41343E-05	0.012501788	1.593771569
ENSG00000253598	SLC10A5	protein_coding	solute carrier family 10 (sodium/bile acid cotransporter family). member 5 [Source:HGNC Symbol;Acc:22981]	8	82605842	82608409	-1	2567	0.958049764	0.822351366	4.20854629	6.35768E-05	0.012501788	1.582855674
ENSG00000173597	SULT1B1	protein_coding	sulfotransferase family. cytosolic. 1B. member 1 [Source:HGNC Symbol;Acc:17845]	4	70592566	70653679	-1	61113	1.944184248	2.503704454	4.206618712	6.43317E-05	0.012501788	1.566545029
ENSG00000076356	PLXNA2	protein_coding	plexin A2 [Source:HGNC Symbol;Acc:9100]	1	208195587	208417665	-1	222078	0.627391434	6.399848494	4.221437104	6.06465E-05	0.012455282	1.547456726
ENSG00000119125	GDA	protein_coding	guanine deaminase [Source:HGNC Symbol;Acc:4212]	9	74729511	74872109	1	142598	1.656580328	5.090876842	4.217486705	6.18262E-05	0.012501788	1.527899433
ENSG00000120306	CYSTM1	protein_coding	cysteine-rich transmembrane module containing 1 [Source:HGNC Symbol;Acc:30239]	5	139554227	139661637	1	107410	1.161119045	6.32063909	4.21303867	6.27237E-05	0.012501788	1.520957004
ENSG00000180061	TMEM150B	protein_coding	transmembrane protein 150B [Source:HGNC Symbol;Acc:34415]	19	55824169	55845416	-1	21247	1.437339124	0.34296525	4.172866798	7.24505E-05	0.013498946	1.450986116
ENSG00000125744	RTN2	protein_coding	reticulon 2 [Source:HGNC Symbol;Acc:10468]	19	45988547	46000319	-1	11772	0.709025259	2.322307703	4.157624277	7.65425E-05	0.014115837	1.424910684
ENSG00000188037	CLCN1	protein_coding	chloride channel. voltage-sensitive 1 [Source:HGNC Symbol;Acc:2019]	7	143013219	143049176	1	35957	1.754326754	-1.104006304	4.224429672	5.99909E-05	0.012455282	1.416980413
ENSG00000130529	TRPM4	protein_coding	transient receptor potential cation channel. subfamily M. member 4 [Source:HGNC Symbol;Acc:17993]	19	49660998	49715093	1	54095	0.666864269	5.254012152	4.185720066	6.91033E-05	0.013286221	1.416349265
ENSG00000135773	CAPN9	protein_coding	calpain 9 [Source:HGNC Symbol;Acc:1486]	1	230883130	230937749	1	54619	2.422109878	2.040706747	4.149508311	7.91899E-05	0.014311997	1.39138177
ENSG00000003249	DBNDD1	protein_coding	dysbindin (dystrobrevin binding protein 1) domain containing 1 [Source:HGNC Symbol;Acc:28455]	16	90071273	90086536	-1	15263	1.082617024	2.22394418	4.12576709	8.59683E-05	0.014912096	1.318394477
ENSG00000177459	C8orf47	protein_coding	chromosome 8 open reading frame 47 [Source:HGNC Symbol;Acc:26823]	8	99076539	99105838	1	29299	1.658584255	2.042169813	4.124392408	8.66359E-05	0.014912096	1.313085564
ENSG00000260787	RP11-797A18.4	lincRNA	None	15	77334178	77335533	-1	1355	0.918990889	-0.77608007	4.17860272	7.09192E-05	0.013351272	1.29589624
ENSG00000165626	BEND7	protein_coding	BEN domain containing 7 [Source:HGNC Symbol;Acc:23514]	10	13480484	13570974	-1	90490	0.869758332	3.860064503	4.136415346	8.27134E-05	0.014655671	1.281889226
ENSG00000102362	SYTL4	protein_coding	synaptotagmin-like 4 [Source:HGNC Symbol;Acc:15588]	X	99929488	99987110	-1	57622	0.715017455	3.9948787	4.13259571	8.38136E-05	0.014706432	1.264990932
ENSG00000105289	TJP3	protein_coding	tight junction protein 3 [Source:HGNC Symbol;Acc:11829]	19	3708107	3750811	1	42704	1.237811829	5.117533199	4.140773879	8.1652E-05	0.01461086	1.264898559
ENSG00000224511	LINC00365	lincRNA	long intergenic non-protein coding RNA 365 [Source:HGNC Symbol;Acc:42687]	13	30677315	30683012	-1	5697	1.357392441	-0.782819289	4.150619244	7.85139E-05	0.014311997	1.241554893
ENSG00000263429	LINC00675	protein_coding	long intergenic non-protein coding RNA 675 [Source:HGNC Symbol;Acc:44356]	17	10698230	10707416	-1	9186	2.244896267	0.244750692	4.084688656	9.99582E-05	0.016573797	1.172513782
ENSG00000086548	CEACAM6	protein_coding	carcinoembryonic antigen-related cell adhesion molecule 6 (non-specific cross reacting antigen) [Source:HGNC Symbol;Acc:1818]	19	42254885	42276113	1	21228	1.993846528	9.696093833	4.064819251	0.000107447	0.017034041	1.10857482
ENSG00000176595	KBTBD11	protein_coding	kelch repeat and BTB (POZ) domain containing 11 [Source:HGNC Symbol;Acc:29104]	8	1922044	1955102	1	33058	0.910856438	4.472332195	4.088084753	9.85505E-05	0.016573797	1.098162087
ENSG00000090659	CD209	protein_coding	CD209 molecule [Source:HGNC Symbol;Acc:1641]	19	7804879	7812464	-1	7585	-0.995295583	1.530179806	-4.051426214	0.00011225	0.017488669	1.085168782
ENSG00000249948	GBA3	polymorphic_pseudogene	glucosidase. beta. acid 3 (cytosolic) [Source:HGNC Symbol;Acc:19069]	4	22694537	22821198	1	126661	1.900382012	-1.289881098	4.12066725	8.75433E-05	0.014926129	1.070960391
ENSG00000149782	PLCB3	protein_coding	phospholipase C. beta 3 (phosphatidylinositol-specific) [Source:HGNC Symbol;Acc:9056]	11	64018995	64036622	1	17627	0.599389246	5.508634583	4.076192738	0.000102714	0.016723814	1.046803053
ENSG00000165023	DIRAS2	protein_coding	DIRAS family. GTP-binding RAS-like 2 [Source:HGNC Symbol;Acc:19323]	9	93372114	93405386	-1	33272	1.553426914	-0.543882979	4.065271145	0.000106837	0.017034041	1.03267802
ENSG00000176532	PRR15	protein_coding	proline rich 15 [Source:HGNC Symbol;Acc:22310]	7	29603427	29606911	1	3484	1.279487607	3.755232432	4.056227789	0.000110697	0.017396702	1.0145259
ENSG00000107281	NPDC1	protein_coding	neural proliferation. differentiation and control. 1 [Source:HGNC Symbol;Acc:7899]	9	139933922	139940655	-1	6733	0.944615177	4.577479729	4.0456417	0.000114795	0.017732338	0.95403138
ENSG00000259933	RP11-304L19.1	sense_overlapping	None	16	2141437	2145426	1	3989	1.047255061	0.301945014	4.013794849	0.000128383	0.018693314	0.945362728
ENSG00000230316	FEZF1-AS1	antisense	FEZF1 antisense RNA 1 [Source:HGNC Symbol;Acc:41001]	7	121943712	121950131	1	6419	1.884931947	-0.179087434	4.012469981	0.00012929	0.018693314	0.917005036
ENSG00000262188	RP11-353N14.4	lincRNA	None	17	77893156	77899261	1	6105	1.353955992	-0.321253359	4.013226882	0.000128642	0.018693314	0.891907912
ENSG00000127528	KLF2	protein_coding	Kruppel-like factor 2 (lung) [Source:HGNC Symbol;Acc:6347]	19	16435628	16438685	1	3057	1.076173332	4.508538868	4.02373199	0.000124226	0.018693314	0.882571501
ENSG00000042445	RETSAT	protein_coding	retinol saturase (all-trans-retinol 13.14-reductase) [Source:HGNC Symbol;Acc:25991]	2	85569211	85581743	-1	12532	0.757450595	6.078385974	4.02079191	0.000125261	0.018693314	0.868907873
ENSG00000155980	KIF5A	protein_coding	kinesin family member 5A [Source:HGNC Symbol;Acc:6323]	12	57943781	57980415	1	36634	0.925899421	0.81962885	3.971271732	0.000149288	0.020915415	0.834311442
ENSG00000181234	TMEM132C	protein_coding	transmembrane protein 132C [Source:HGNC Symbol;Acc:25436]	12	128751948	129192460	1	440512	1.748519476	-1.242391541	4.036562102	0.000118394	0.01802218	0.827397969
ENSG00000135127	CCDC64	protein_coding	coiled-coil domain containing 64 [Source:HGNC Symbol;Acc:28095]	12	120427673	120532298	1	104625	0.761218438	3.275455225	3.986495665	0.000141454	0.019972683	0.816624045
ENSG00000175130	MARCKSL1	protein_coding	MARCKS-like 1 [Source:HGNC Symbol;Acc:7142]	1	32799433	32801980	-1	2547	0.813420516	6.324851885	3.989672061	0.000139964	0.019972683	0.771021227
ENSG00000166866	MYO1A	protein_coding	myosin IA [Source:HGNC Symbol;Acc:7595]	12	57422301	57444982	-1	22681	1.919066117	2.921385245	3.967550534	0.000151858	0.020950595	0.761368312
ENSG00000250742	RP11-834C11.4	lincRNA	None	12	54519882	54526627	1	6745	1.093003695	2.327944936	3.954791316	0.000158411	0.02136537	0.758746909
ENSG00000170439	METTL7B	protein_coding	methyltransferase like 7B [Source:HGNC Symbol;Acc:28276]	12	56075330	56078395	1	3065	1.202373839	2.430542474	3.947989404	0.00016241	0.021400253	0.732097553
ENSG00000120217	CD274	protein_coding	CD274 molecule [Source:HGNC Symbol;Acc:17635]	9	5450503	5470566	1	20063	-0.854066579	1.891686371	-3.927297537	0.00017432	0.021727504	0.703195211
ENSG00000225969	ABHD11-AS1	antisense	ABHD11 antisense RNA 1 (tail to tail) [Source:HGNC Symbol;Acc:18289]	7	73149368	73150384	1	1016	1.364299204	0.513400729	3.928814433	0.000173487	0.021727504	0.697799255
ENSG00000183067	IGSF5	protein_coding	immunoglobulin superfamily. member 5 [Source:HGNC Symbol;Acc:5952]	21	41117334	41174023	1	56689	1.280515407	-1.667246244	4.035875419	0.000118665	0.01802218	0.691852825
ENSG00000254827	SLC22A18AS	protein_coding	solute carrier family 22 (organic cation transporter). member 18 antisense [Source:HGNC Symbol;Acc:10965]	11	2909010	2924970	-1	15960	0.935133208	-0.296069142	3.944240187	0.000164234	0.021400253	0.682688051
ENSG00000164403	SHROOM1	protein_coding	shroom family member 1 [Source:HGNC Symbol;Acc:24084]	5	132157833	132166590	-1	8757	0.656689852	3.470322264	3.943624742	0.00016459	0.021400253	0.668253393
ENSG00000196975	ANXA4	protein_coding	annexin A4 [Source:HGNC Symbol;Acc:542]	2	69947923	70053596	1	105673	0.888950446	8.222311905	3.940926026	0.000166268	0.021458567	0.662481482
ENSG00000126878	AIF1L	protein_coding	allograft inflammatory factor 1-like [Source:HGNC Symbol;Acc:28904]	9	133971863	133998539	1	26676	-1.031568762	2.063670122	-3.911818208	0.000184052	0.022028905	0.65483681
ENSG00000155093	PTPRN2	protein_coding	protein tyrosine phosphatase. receptor type. N polypeptide 2 [Source:HGNC Symbol;Acc:9677]	7	157331750	158380480	-1	1048730	1.279465021	5.137707451	3.956815211	0.000157586	0.02136537	0.65444289
ENSG00000156802	ATAD2	protein_coding	ATPase family. AAA domain containing 2 [Source:HGNC Symbol;Acc:30123]	8	124332090	124428590	-1	96500	-0.673716103	5.345753967	-3.956064596	0.000157528	0.02136537	0.653300333
