StableId	Symbol	BioType	Desciption	Chrom	Start	End	Strand	Length	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000211936	IGHV4-4	IG_V_gene	immunoglobulin heavy variable 4-4 [Source:HGNC Symbol;Acc:5652]	14	106478110	106478603	-1	493	3.374954747	-0.077535746	8.763851666	1.66441E-13	9.40027E-11	20.36627287
ENSG00000211962	IGHV1-46	IG_V_gene	immunoglobulin heavy variable 1-46 [Source:HGNC Symbol;Acc:5554]	14	106967049	106967788	-1	739	3.543368347	0.555929545	8.701619975	2.25836E-13	1.23683E-10	20.09196447
ENSG00000211651	IGLV1-44	IG_V_gene	immunoglobulin lambda variable 1-44 [Source:HGNC Symbol;Acc:5879]	22	22735135	22735715	1	580	3.525885303	1.160271088	8.666232014	2.66231E-13	1.41517E-10	19.92342526
ENSG00000224650	IGHV3-74	IG_V_gene	immunoglobulin heavy variable 3-74 [Source:HGNC Symbol;Acc:5624]	14	107218676	107219365	-1	689	3.619970809	1.071358599	8.65501201	2.80718E-13	1.44955E-10	19.87377852
ENSG00000211941	IGHV3-11	IG_V_gene	immunoglobulin heavy variable 3-11 (gene/pseudogene) [Source:HGNC Symbol;Acc:5580]	14	106573233	106573800	-1	567	3.728597275	0.860683401	8.569182325	4.18266E-13	2.09981E-10	19.4887423
ENSG00000211937	IGHV2-5	IG_V_gene	immunoglobulin heavy variable 2-5 [Source:HGNC Symbol;Acc:5576]	14	106494135	106494597	-1	462	3.701136747	0.480855655	8.560257726	4.35578E-13	2.12762E-10	19.45220917
ENSG00000211659	IGLV3-25	IG_V_gene	immunoglobulin lambda variable 3-25 [Source:HGNC Symbol;Acc:5908]	22	23029190	23029735	1	545	3.848817025	0.752585351	8.526980688	5.08836E-13	2.29905E-10	19.29917717
ENSG00000224373	IGHV4-59	IG_V_gene	immunoglobulin heavy variable 4-59 [Source:HGNC Symbol;Acc:5654]	14	107081806	107083830	-1	2024	3.180044916	2.103422483	8.514047439	5.40333E-13	2.32867E-10	19.19017587
ENSG00000211662	IGLV3-21	IG_V_gene	immunoglobulin lambda variable 3-21 [Source:HGNC Symbol;Acc:5905]	22	23054174	23055688	1	1514	3.762720368	1.533805313	8.503630984	5.69448E-13	2.32867E-10	19.16502218
ENSG00000211955	IGHV3-33	IG_V_gene	immunoglobulin heavy variable 3-33 [Source:HGNC Symbol;Acc:5596]	14	106815722	106816253	-1	531	3.718412854	1.311770644	8.499695673	5.79816E-13	2.32867E-10	19.15628571
ENSG00000224041	IGKV3D-15	IG_V_gene	immunoglobulin kappa variable 3D-15 (gene/pseudogene) [Source:HGNC Symbol;Acc:5824]	2	90153696	90154258	1	562	3.789714233	-1.33213745	8.507774273	5.4403E-13	2.32867E-10	19.08970418
ENSG00000211897	IGHG3	IG_C_gene	immunoglobulin heavy constant gamma 3 (G3m marker) [Source:HGNC Symbol;Acc:5527]	14	106235439	106237742	-1	2303	3.550337234	4.675229312	8.50316941	5.74456E-13	2.32867E-10	19.04804235
ENSG00000211655	IGLV1-36	IG_V_gene	immunoglobulin lambda variable 1-36 [Source:HGNC Symbol;Acc:5876]	22	22786296	22786802	1	506	3.761592397	-2.320625063	8.54209874	4.61816E-13	2.1401E-10	19.00438247
ENSG00000253364	RP11-731F5.2	lincRNA	None	14	106110833	106115394	-1	4561	3.042005058	-2.253545006	8.544367821	4.56966E-13	2.1401E-10	19.00084598
ENSG00000239951	IGKV3-20	IG_V_gene	immunoglobulin kappa variable 3-20 [Source:HGNC Symbol;Acc:5817]	2	89442057	89442643	-1	586	3.50432305	3.466201228	8.472554067	6.62131E-13	2.60146E-10	18.93254701
ENSG00000102096	PIM2	protein_coding	pim-2 oncogene [Source:HGNC Symbol;Acc:8987]	X	48770459	48776301	-1	5842	1.294149025	3.655230153	8.442115843	7.35247E-13	2.82726E-10	18.80885374
ENSG00000122188	LAX1	protein_coding	lymphocyte transmembrane adaptor 1 [Source:HGNC Symbol;Acc:26005]	1	203734304	203745361	1	11057	1.831019631	0.8735981	8.39856582	9.00243E-13	3.32043E-10	18.74444555
ENSG00000231486	AC096579.7	lincRNA	None	2	89130700	89165653	-1	34953	3.681048994	4.82812122	8.430433796	8.04994E-13	3.03097E-10	18.71817855
ENSG00000239855	IGKV1-6	IG_V_gene	immunoglobulin kappa variable 1-6 [Source:HGNC Symbol;Acc:5742]	2	89265781	89266286	-1	505	4.035452349	-0.316637908	8.323955552	1.30438E-12	4.71482E-10	18.36707497
ENSG00000211640	IGLV6-57	IG_V_gene	immunoglobulin lambda variable 6-57 [Source:HGNC Symbol;Acc:5927]	22	22550113	22550686	1	573	3.627345698	-0.58389662	8.272892427	1.63443E-12	5.57342E-10	18.12935919
ENSG00000243466	IGKV1-5	IG_V_gene	immunoglobulin kappa variable 1-5 [Source:HGNC Symbol;Acc:5741]	2	89246819	89247475	-1	656	3.5508285	2.855983643	8.279192897	1.62268E-12	5.57342E-10	18.07344647
ENSG00000211947	IGHV3-21	IG_V_gene	immunoglobulin heavy variable 3-21 [Source:HGNC Symbol;Acc:5586]	14	106691673	106692203	-1	530	3.499186114	1.585061991	8.210609476	2.21585E-12	7.28127E-10	17.83022292
ENSG00000253755	IGHGP	IG_C_pseudogene	immunoglobulin heavy constant gamma P (non-functional) [Source:HGNC Symbol;Acc:5529]	14	106130970	106136180	-1	5210	3.710310945	-2.973714064	8.295809551	1.4511E-12	5.14232E-10	17.70586107
ENSG00000211664	IGLV2-18	IG_V_gene	immunoglobulin lambda variable 2-18 [Source:HGNC Symbol;Acc:5889]	22	23077095	23077584	1	489	3.481792798	-2.156830612	8.207081786	2.19064E-12	7.28127E-10	17.59728348
ENSG00000211644	IGLV1-51	IG_V_gene	immunoglobulin lambda variable 1-51 [Source:HGNC Symbol;Acc:5882]	22	22676828	22677336	1	508	3.428126418	1.43592787	8.141787656	3.04041E-12	9.81239E-10	17.52792612
ENSG00000211668	IGLV2-11	IG_V_gene	immunoglobulin lambda variable 2-11 [Source:HGNC Symbol;Acc:5887]	22	23134980	23135496	1	516	3.427966391	1.251418991	8.113743195	3.45681E-12	1.07715E-09	17.41138173
ENSG00000211949	IGHV3-23	IG_V_gene	immunoglobulin heavy variable 3-23 [Source:HGNC Symbol;Acc:5588]	14	106725201	106725733	-1	532	3.246510344	2.921393947	8.11731921	3.41442E-12	1.07715E-09	17.33500411
ENSG00000232216	IGHV3-43	IG_V_gene	immunoglobulin heavy variable 3-43 [Source:HGNC Symbol;Acc:5604]	14	106926188	106926724	-1	536	3.587339684	-1.397285483	8.105463729	3.51999E-12	1.07825E-09	17.30506338
ENSG00000211950	IGHV1-24	IG_V_gene	immunoglobulin heavy variable 1-24 [Source:HGNC Symbol;Acc:5551]	14	106733144	106733639	-1	495	3.593489653	-0.337522653	8.078524305	4.02918E-12	1.19942E-09	17.27592954
ENSG00000211938	IGHV3-7	IG_V_gene	immunoglobulin heavy variable 3-7 [Source:HGNC Symbol;Acc:5620]	14	106518400	106518932	-1	532	3.429031661	1.829617519	8.08037659	4.04828E-12	1.19942E-09	17.22597611
ENSG00000240864	IGKV1-16	IG_V_gene	immunoglobulin kappa variable 1-16 [Source:HGNC Symbol;Acc:5732]	2	89399352	89399854	-1	502	3.570848384	-0.004990858	8.044315621	4.75311E-12	1.38553E-09	17.12733792
ENSG00000244575	IGKV1-27	IG_V_gene	immunoglobulin kappa variable 1-27 [Source:HGNC Symbol;Acc:5735]	2	89512908	89513413	-1	505	3.339339309	0.196368377	7.991725562	6.04718E-12	1.73477E-09	16.89548347
ENSG00000211648	IGLV1-47	IG_V_gene	immunoglobulin lambda variable 1-47 [Source:HGNC Symbol;Acc:5880]	22	22712087	22712608	1	521	3.515480147	0.945091023	7.899961982	9.28273E-12	2.54192E-09	16.45983121
ENSG00000211946	IGHV3-20	IG_V_gene	immunoglobulin heavy variable 3-20 [Source:HGNC Symbol;Acc:5585]	14	106667581	106668095	-1	514	3.491606281	-2.247535548	7.937717454	7.62911E-12	2.15439E-09	16.40936929
ENSG00000211679	IGLC3	IG_C_gene	immunoglobulin lambda constant 3 (Kern-Oz+ marker) [Source:HGNC Symbol;Acc:5857]	22	23248512	23248973	1	461	3.616466196	5.031846979	7.907929509	9.02691E-12	2.5099E-09	16.33185876
ENSG00000241294	IGKV2-24	IG_V_gene	immunoglobulin kappa variable 2-24 [Source:HGNC Symbol;Acc:5781]	2	89475812	89476644	-1	832	3.118415424	-0.743252921	7.758534969	1.75038E-11	4.72159E-09	15.84028046
ENSG00000211943	IGHV3-15	IG_V_gene	immunoglobulin heavy variable 3-15 [Source:HGNC Symbol;Acc:5582]	14	106610313	106610852	-1	539	3.492137371	1.234126872	7.738233672	1.96194E-11	5.13993E-09	15.71360114
ENSG00000211675	IGLC1	IG_C_gene	immunoglobulin lambda constant 1 (Mcg marker) [Source:HGNC Symbol;Acc:5855]	22	23237555	23238014	1	459	3.516307846	3.811767552	7.739301071	1.96235E-11	5.13993E-09	15.57937511
ENSG00000211951	IGHV2-26	IG_V_gene	immunoglobulin heavy variable 2-26 [Source:HGNC Symbol;Acc:5575]	14	106757650	106758116	-1	466	3.367302941	-1.29093036	7.65484677	2.82129E-11	7.28416E-09	15.33929707
ENSG00000139193	CD27	protein_coding	CD27 molecule [Source:HGNC Symbol;Acc:11922]	12	6554033	6560884	1	6851	2.032935217	-0.153437332	7.626201518	3.20928E-11	7.96433E-09	15.27510501
ENSG00000211896	IGHG1	IG_C_gene	immunoglobulin heavy constant gamma 1 (G1m marker) [Source:HGNC Symbol;Acc:5525]	14	106202680	106209408	-1	6728	3.902565174	7.372591651	7.631699553	3.21693E-11	7.96433E-09	15.13636165
ENSG00000241244	IGKV1D-16	IG_V_gene	immunoglobulin kappa variable 1D-16 [Source:HGNC Symbol;Acc:5748]	2	90139078	90139580	1	502	3.061324399	-2.386425866	7.626459341	3.20548E-11	7.96433E-09	15.02212452
ENSG00000253818	IGLV1-41	IG_V_pseudogene	immunoglobulin lambda variable 1-41 (pseudogene) [Source:HGNC Symbol;Acc:5878]	22	22758539	22759053	1	514	3.103490564	-2.23051066	7.614995064	3.37898E-11	8.25248E-09	15.01218636
ENSG00000211952	IGHV4-28	IG_V_gene	immunoglobulin heavy variable 4-28 [Source:HGNC Symbol;Acc:5645]	14	106780513	106781017	-1	504	3.116354566	-1.825555726	7.481029321	6.2501E-11	1.50611E-08	14.51529466
ENSG00000211592	IGKC	IG_C_gene	immunoglobulin kappa constant [Source:HGNC Symbol;Acc:5716]	2	89156674	89157196	-1	522	3.954414678	7.12765323	7.434538	7.93512E-11	1.88699E-08	14.24168607
ENSG00000211669	IGLV3-10	IG_V_gene	immunoglobulin lambda variable 3-10 [Source:HGNC Symbol;Acc:5897]	22	23154244	23154782	1	538	3.068802015	-1.316818293	7.402662594	8.94864E-11	2.10037E-08	14.23716663
ENSG00000211933	IGHV6-1	IG_V_gene	immunoglobulin heavy variable 6-1 [Source:HGNC Symbol;Acc:5662]	14	106405611	106406108	-1	497	2.981920324	-1.074868453	7.380681346	9.90213E-11	2.29437E-08	14.1600815
ENSG00000211625	IGKV3D-20	IG_V_gene	immunoglobulin kappa variable 3D-20 [Source:HGNC Symbol;Acc:5825]	2	90077680	90078311	1	631	3.316416897	-1.94487214	7.355605087	1.10971E-10	2.50698E-08	13.95982991
ENSG00000211893	IGHG2	IG_C_gene	immunoglobulin heavy constant gamma 2 (G2m marker) [Source:HGNC Symbol;Acc:5526]	14	106109389	106111127	-1	1738	3.546340723	5.3616753	7.363616103	1.09691E-10	2.50698E-08	13.87002953
ENSG00000225698	IGHV3-72	IG_V_gene	immunoglobulin heavy variable 3-72 [Source:HGNC Symbol;Acc:5622]	14	107198932	107199471	-1	539	3.381961311	-1.1906444	7.297653448	1.45489E-10	3.20661E-08	13.78821216
ENSG00000132465	IGJ	protein_coding	immunoglobulin J polypeptide. linker protein for immunoglobulin alpha and mu polypeptides [Source:HGNC Symbol;Acc:5713]	4	71521258	71547534	-1	26276	3.482320469	5.363240245	7.329804948	1.27974E-10	2.85539E-08	13.71736901
ENSG00000211959	IGHV4-39	IG_V_gene	immunoglobulin heavy variable 4-39 [Source:HGNC Symbol;Acc:5651]	14	106877619	106878126	-1	507	3.271471034	1.798602389	7.201736747	2.28316E-10	4.97151E-08	13.27495277
ENSG00000211671	IGLV2-8	IG_V_gene	immunoglobulin lambda variable 2-8 [Source:HGNC Symbol;Acc:5895]	22	23165153	23165787	1	634	2.921000571	1.674388296	7.161033539	2.74124E-10	5.89791E-08	13.10723716
ENSG00000211652	IGLV7-43	IG_V_gene	immunoglobulin lambda variable 7-43 [Source:HGNC Symbol;Acc:5929]	22	22749356	22749827	1	471	2.998390298	-1.651559318	7.134798938	3.03495E-10	6.45302E-08	13.04608326
ENSG00000167077	MEI1	protein_coding	meiosis inhibitor 1 [Source:HGNC Symbol;Acc:28613]	22	42095503	42195460	1	99957	1.239055323	0.484199151	7.119328412	3.25583E-10	6.84217E-08	13.03589853
ENSG00000211976	IGHV3-73	IG_V_gene	immunoglobulin heavy variable 3-73 [Source:HGNC Symbol;Acc:5623]	14	107210932	107211471	-1	539	2.887924731	-1.332433172	7.116251009	3.30164E-10	6.85868E-08	12.99386062
ENSG00000243238	IGKV2-30	IG_V_gene	immunoglobulin kappa variable 2-30 [Source:HGNC Symbol;Acc:5785]	2	89544264	89545079	-1	815	3.241501453	0.491456832	7.089936689	3.77838E-10	7.75984E-08	12.87366294
ENSG00000137265	IRF4	protein_coding	interferon regulatory factor 4 [Source:HGNC Symbol;Acc:6119]	6	391739	411447	1	19708	1.757846275	1.50321907	7.059546246	4.26997E-10	8.48035E-08	12.70884769
ENSG00000132185	FCRLA	protein_coding	Fc receptor-like A [Source:HGNC Symbol;Acc:18504]	1	161676762	161684142	1	7380	2.330038439	-2.138670048	7.062997481	4.20371E-10	8.44151E-08	12.65201776
ENSG00000231475	IGHV4-31	IG_V_gene	immunoglobulin heavy variable 4-31 [Source:HGNC Symbol;Acc:5649]	14	106805209	106805716	-1	507	3.270531824	1.112071572	7.032263117	4.91945E-10	9.66405E-08	12.57761892
ENSG00000211892	IGHG4	IG_C_gene	immunoglobulin heavy constant gamma 4 (G4m marker) [Source:HGNC Symbol;Acc:5528]	14	106090687	106092403	-1	1716	3.411775823	4.242215763	7.06974404	4.16884E-10	8.44151E-08	12.55510061
ENSG00000225523	IGKV6D-21	IG_V_gene	immunoglobulin kappa variable 6D-21 (non-functional) [Source:HGNC Symbol;Acc:5837]	2	90060377	90060995	1	618	3.656379438	-3.062146632	7.017083774	5.1753E-10	1.00573E-07	12.29960395
ENSG00000211895	IGHA1	IG_C_gene	immunoglobulin heavy constant alpha 1 [Source:HGNC Symbol;Acc:5478]	14	106173457	106175002	-1	1545	3.40101861	6.26193727	6.907432339	8.6711E-10	1.66716E-07	11.8508042
ENSG00000241755	IGKV1-9	IG_V_gene	immunoglobulin kappa variable 1-9 [Source:HGNC Symbol;Acc:5744]	2	89309479	89310012	-1	533	3.094521797	0.943061234	6.854136489	1.09541E-09	2.08394E-07	11.81034018
ENSG00000211953	IGHV3-30	IG_V_gene	immunoglobulin heavy variable 3-30 [Source:HGNC Symbol;Acc:5591]	14	106791005	106791536	-1	531	3.335717642	2.242581149	6.84540239	1.14594E-09	2.15735E-07	11.66211678
ENSG00000259261	IGHV4OR15-8	pseudogene	immunoglobulin heavy variable 4/OR15-8 (non-functional) [Source:HGNC Symbol;Acc:5658]	15	22472904	22473352	-1	448	3.655543902	-1.1392153	6.668030191	2.51597E-09	4.63991E-07	11.07607999
ENSG00000211890	IGHA2	IG_C_gene	immunoglobulin heavy constant alpha 2 (A2m marker) [Source:HGNC Symbol;Acc:5479]	14	106053226	106054732	-1	1506	3.121365691	4.175695563	6.715509344	2.05037E-09	3.82024E-07	10.98434911
ENSG00000240382	IGKV1-17	IG_V_gene	immunoglobulin kappa variable 1-17 [Source:HGNC Symbol;Acc:5733]	2	89416833	89417335	-1	502	3.29954399	0.198506027	6.648839475	2.74596E-09	5.0129E-07	10.96751769
ENSG00000211670	IGLV3-9	IG_V_gene	immunoglobulin lambda variable 3-9 (gene/pseudogene) [Source:HGNC Symbol;Acc:5918]	22	23161507	23162253	1	746	3.108034099	-1.912378886	6.638556345	2.83718E-09	5.12763E-07	10.9135596
ENSG00000243264	IGKV2D-29	IG_V_gene	immunoglobulin kappa variable 2D-29 [Source:HGNC Symbol;Acc:5800]	2	89986322	89987079	1	757	3.470750069	-1.540873916	6.548720205	4.26157E-09	7.62568E-07	10.56068583
ENSG00000189233	NUGGC	protein_coding	nuclear GTPase. germinal center associated [Source:HGNC Symbol;Acc:33550]	8	27879481	27941388	-1	61907	1.273605593	0.325255293	6.519145858	4.82739E-09	8.47043E-07	10.43770417
ENSG00000211685	IGLC7	IG_C_gene	immunoglobulin lambda constant 7 [Source:HGNC Symbol;Acc:5861]	22	23264766	23265085	1	319	3.523157112	-2.562702721	6.532835931	4.54806E-09	8.05854E-07	10.39544426
ENSG00000004468	CD38	protein_coding	CD38 molecule [Source:HGNC Symbol;Acc:1667]	4	15779898	15851069	1	71171	1.48668628	0.91293743	6.466044844	6.109E-09	1.06161E-06	10.17068227
ENSG00000223648	IGHV3-64	IG_V_gene	immunoglobulin heavy variable 3-64 [Source:HGNC Symbol;Acc:5617]	14	107113741	107114274	-1	533	2.880328525	-1.529765897	6.451336808	6.5275E-09	1.12088E-06	10.15468208
ENSG00000211611	IGKV6-21	IG_V_gene	immunoglobulin kappa variable 6-21 (non-functional) [Source:HGNC Symbol;Acc:5836]	2	89459235	89459850	-1	615	3.558670764	-2.146756866	6.450415411	6.57406E-09	1.12088E-06	10.10866051
ENSG00000211650	IGLV5-45	IG_V_gene	immunoglobulin lambda variable 5-45 [Source:HGNC Symbol;Acc:5924]	22	22730355	22730874	1	519	2.858084861	-2.411765515	6.421030868	7.45519E-09	1.25923E-06	9.949350048
ENSG00000035720	STAP1	protein_coding	signal transducing adaptor family member 1 [Source:HGNC Symbol;Acc:24133]	4	68424446	68473055	1	48609	1.3859768	-1.264891274	6.392396537	8.4602E-09	1.41575E-06	9.906138686
ENSG00000211934	IGHV1-2	IG_V_gene	immunoglobulin heavy variable 1-2 [Source:HGNC Symbol;Acc:5550]	14	106452671	106453170	-1	499	2.986872324	0.699251554	6.330646439	1.12336E-08	1.86261E-06	9.567761114
ENSG00000167476	JSRP1	protein_coding	junctional sarcoplasmic reticulum protein 1 [Source:HGNC Symbol;Acc:24963]	19	2252252	2269758	-1	17506	2.419330766	-0.930258381	6.279971686	1.38764E-08	2.27989E-06	9.44975288
ENSG00000183508	FAM46C	protein_coding	family with sequence similarity 46. member C [Source:HGNC Symbol;Acc:24712]	1	118148556	118170994	1	22438	1.593484451	4.7057718	6.164205112	2.32643E-08	3.78789E-06	8.564312189
ENSG00000177272	KCNA3	protein_coding	potassium voltage-gated channel. shaker-related subfamily. member 3 [Source:HGNC Symbol;Acc:6221]	1	111214310	111217655	-1	3345	1.37002775	0.81946817	6.08440192	3.25931E-08	5.21288E-06	8.559826962
ENSG00000161405	IKZF3	protein_coding	IKAROS family zinc finger 3 (Aiolos) [Source:HGNC Symbol;Acc:13178]	17	37921198	38020441	-1	99243	1.163603171	1.848795109	6.080943843	3.30862E-08	5.24533E-06	8.454028578
ENSG00000211899	IGHM	IG_C_gene	immunoglobulin heavy constant mu [Source:HGNC Symbol;Acc:5541]	14	106320349	106322323	-1	1974	2.935062096	4.855759201	6.122940257	2.79677E-08	4.51303E-06	8.409152569
ENSG00000211649	IGLV7-46	IG_V_gene	immunoglobulin lambda variable 7-46 (gene/pseudogene) [Source:HGNC Symbol;Acc:5930]	22	22723982	22724454	1	472	2.789588551	-1.221199824	6.011631753	4.47973E-08	7.04019E-06	8.336544579
ENSG00000211630	IGKV1D-13	IG_V_gene	immunoglobulin kappa variable 1D-13 [Source:HGNC Symbol;Acc:5747]	2	90192768	90193424	1	656	3.281591114	-1.657789464	5.961609886	5.57499E-08	8.68592E-06	8.126874203
ENSG00000259834	RP11-284N8.3	lincRNA	None	1	111196182	111199662	-1	3480	1.397133817	0.294119689	5.892957659	7.45051E-08	1.15088E-05	7.800968044
ENSG00000007312	CD79B	protein_coding	CD79b molecule. immunoglobulin-associated beta [Source:HGNC Symbol;Acc:1699]	17	62006100	62009714	-1	3614	1.299847318	-0.176425756	5.823851155	1.00176E-07	1.52142E-05	7.547581033
