StableId	Symbol	BioType	Desciption	Chrom	Start	End	Strand	Length	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000172023	REG1B	protein_coding	regenerating islet-derived 1 beta [Source:HGNC Symbol;Acc:9952]	2	79312156	79315145	-1	2989	7.199868584	0.826037749	8.925363007	8.10826E-14	6.97812E-11	21.06933213
ENSG00000204983	PRSS1	protein_coding	protease. serine. 1 (trypsin 1) [Source:HGNC Symbol;Acc:9475]	7	142457319	142460923	1	3604	6.575359555	4.582090819	8.57953462	4.04032E-13	3.31912E-10	19.52588506
ENSG00000158014	SLC30A2	protein_coding	solute carrier family 30 (zinc transporter). member 2 [Source:HGNC Symbol;Acc:11013]	1	26363743	26372624	-1	8881	2.634059102	0.46175659	8.522349574	5.06999E-13	3.98391E-10	19.25144657
ENSG00000153002	CPB1	protein_coding	carboxypeptidase B1 (tissue) [Source:HGNC Symbol;Acc:2299]	3	148508889	148577974	1	69085	6.71669833	2.588802706	8.489240438	6.14287E-13	4.62584E-10	19.11822155
ENSG00000139055	ERP27	protein_coding	endoplasmic reticulum protein 27 [Source:HGNC Symbol;Acc:26495]	12	15066969	15092016	-1	25047	3.719537096	1.183568739	8.45832425	7.04413E-13	4.98459E-10	18.98365189
ENSG00000250591	PRSS3P1	pseudogene	protease. serine. 3 pseudogene 1 [Source:HGNC Symbol;Acc:43787]	7	142468264	142471794	1	3530	5.543078669	2.18318061	8.455879916	7.17089E-13	4.98459E-10	18.96578217
ENSG00000243480	AMY2A	protein_coding	amylase. alpha 2A (pancreatic) [Source:HGNC Symbol;Acc:477]	1	104159999	104168402	1	8403	7.028806785	0.913809902	8.372035127	1.05779E-12	7.08055E-10	18.58513077
ENSG00000215704	CELA2B	protein_coding	chymotrypsin-like elastase family. member 2B [Source:HGNC Symbol;Acc:29995]	1	15792404	15817895	1	25491	6.907275255	-2.348633231	8.292218421	1.5279E-12	9.86205E-10	17.89122194
ENSG00000167748	KLK1	protein_coding	kallikrein 1 [Source:HGNC Symbol;Acc:6357]	19	51322404	51327043	-1	4639	3.515727759	0.816037047	8.014017815	5.49496E-12	3.31035E-09	16.98730854
ENSG00000174672	BRSK2	protein_coding	BR serine/threonine kinase 2 [Source:HGNC Symbol;Acc:11405]	11	1411129	1483919	1	72790	3.226604776	-1.300699597	8.037200562	4.82057E-12	3.00421E-09	16.8800525
ENSG00000165862	PNLIPRP2	polymorphic_pseudogene	pancreatic lipase-related protein 2 [Source:HGNC Symbol;Acc:9157]	10	118380465	118404654	1	24189	6.26183411	-0.356072002	7.968805961	6.83056E-12	3.85777E-09	16.75543961
ENSG00000142615	CELA2A	protein_coding	chymotrypsin-like elastase family. member 2A [Source:HGNC Symbol;Acc:24609]	1	15783223	15798586	1	15363	6.707123351	-0.406561644	7.926167804	8.31535E-12	4.55404E-09	16.56339865
ENSG00000188338	SLC38A3	lincRNA	solute carrier family 38. member 3 [Source:HGNC Symbol;Acc:18044]	3	50242679	50258411	1	15732	3.717796484	-1.582925655	7.966504708	6.71561E-12	3.85777E-09	16.54424862
ENSG00000250606	PRSS3P2	pseudogene	protease. serine. 3 pseudogene 2 [Source:HGNC Symbol;Acc:43788]	7	142478064	142482416	1	4352	5.609156569	3.192571738	7.858343381	1.13672E-11	6.04232E-09	16.26765496
ENSG00000240038	AMY2B	protein_coding	amylase. alpha 2B (pancreatic) [Source:HGNC Symbol;Acc:478]	1	104096437	104122156	1	25719	2.904365717	3.010382234	7.737737171	1.97012E-11	1.01732E-08	15.71445399
ENSG00000152779	SLC16A12	protein_coding	solute carrier family 16. member 12 (monocarboxylic acid transporter 12) [Source:HGNC Symbol;Acc:23094]	10	91190051	91316398	-1	126347	3.092356416	0.443037191	7.612688168	3.45503E-11	1.73452E-08	15.20184444
ENSG00000175535	PNLIP	protein_coding	pancreatic lipase [Source:HGNC Symbol;Acc:9155]	10	118305443	118327367	1	21924	6.630440609	1.756748308	7.563299794	4.40989E-11	2.15405E-08	14.9629079
ENSG00000172016	REG3A	protein_coding	regenerating islet-derived 3 alpha [Source:HGNC Symbol;Acc:8601]	2	79384132	79386879	-1	2747	5.610091749	2.373610096	7.265393494	1.71863E-10	8.1739E-08	13.62595025
ENSG00000169347	GP2	protein_coding	glycoprotein 2 (zymogen granule membrane) [Source:HGNC Symbol;Acc:4441]	16	20320894	20339130	-1	18236	5.381236463	4.144732942	7.251444161	1.8312E-10	8.48598E-08	13.55599127
ENSG00000088926	F11	protein_coding	coagulation factor XI [Source:HGNC Symbol;Acc:3529]	4	187187099	187210835	1	23736	3.121553665	-0.55472008	7.036215564	4.77756E-10	2.15862E-07	12.64321859
ENSG00000171303	KCNK3	protein_coding	potassium channel. subfamily K. member 3 [Source:HGNC Symbol;Acc:6278]	2	26915619	26956288	1	40669	2.685784651	0.686679729	7.02837832	4.96008E-10	2.18643E-07	12.63818382
ENSG00000106927	AMBP	protein_coding	alpha-1-microglobulin/bikunin precursor [Source:HGNC Symbol;Acc:453]	9	116822407	116840752	-1	18345	4.049027728	0.743339693	6.955752106	6.98505E-10	3.00573E-07	12.29790239
ENSG00000105290	APLP1	protein_coding	amyloid beta (A4) precursor-like protein 1 [Source:HGNC Symbol;Acc:597]	19	36358801	36370693	1	11892	1.601672711	2.430426642	6.826789414	1.22196E-09	5.13595E-07	11.72877029
ENSG00000126259	KIRREL2	protein_coding	kin of IRRE like 2 (Drosophila) [Source:HGNC Symbol;Acc:18816]	19	36346763	36358036	1	11273	3.486144151	-0.597567045	6.765427882	1.63224E-09	6.70443E-07	11.48349269
ENSG00000130005	GAMT	protein_coding	guanidinoacetate N-methyltransferase [Source:HGNC Symbol;Acc:4136]	19	1397091	1401569	-1	4478	1.769464976	1.182706562	6.676776434	2.39374E-09	9.40481E-07	11.12281231
ENSG00000189292	FAM150B	protein_coding	family with sequence similarity 150. member B [Source:HGNC Symbol;Acc:27683]	2	279574	288851	-1	9277	2.584302361	-1.905494483	6.679708366	2.36258E-09	9.40481E-07	10.93457439
ENSG00000104760	FGL1	protein_coding	fibrinogen-like 1 [Source:HGNC Symbol;Acc:3695]	8	17721889	17767874	-1	45985	3.355285261	-1.073103853	6.542736153	4.37994E-09	1.68423E-06	10.52197684
ENSG00000185615	PDIA2	protein_coding	protein disulfide isomerase family A. member 2 [Source:HGNC Symbol;Acc:14180]	16	333152	337215	1	4063	3.114156567	0.422043812	6.362032538	9.80242E-09	3.69082E-06	9.770066745
ENSG00000137731	FXYD2	protein_coding	FXYD domain containing ion transport regulator 2 [Source:HGNC Symbol;Acc:4026]	11	117672445	117699413	-1	26968	3.127903618	1.378267023	6.272325028	1.45765E-08	5.37637E-06	9.344443206
ENSG00000133958	UNC79	protein_coding	unc-79 homolog (C. elegans) [Source:HGNC Symbol;Acc:19966]	14	93799565	94174222	1	374657	2.001665363	0.089735075	6.22876444	1.73785E-08	6.28164E-06	9.234444081
ENSG00000185518	SV2B	protein_coding	synaptic vesicle glycoprotein 2B [Source:HGNC Symbol;Acc:16874]	15	91643180	91844539	1	201359	2.046992023	2.101710312	6.21664731	1.84296E-08	6.53094E-06	9.102302201
ENSG00000231013	AC013275.2	antisense	None	2	120234024	120244922	1	10898	2.994907562	-0.75160673	6.136238011	2.6165E-08	9.09383E-06	8.840763054
ENSG00000130294	KIF1A	protein_coding	kinesin family member 1A [Source:HGNC Symbol;Acc:888]	2	241653181	241759725	-1	106544	2.728953095	2.01352488	6.112994191	2.91831E-08	9.95142E-06	8.644914256
ENSG00000010438	PRSS3	protein_coding	protease. serine. 3 [Source:HGNC Symbol;Acc:9486]	9	33750515	33799230	1	48715	3.448419385	5.298832715	6.087780531	3.26094E-08	1.09139E-05	8.488050326
ENSG00000176406	RIMS2	protein_coding	regulating synaptic membrane exocytosis 2 [Source:HGNC Symbol;Acc:17283]	8	104512976	105268322	1	755346	2.186373828	0.97404962	6.033928383	4.07362E-08	1.33859E-05	8.397961442
ENSG00000161270	NPHS1	protein_coding	nephrosis 1. congenital. Finnish type (nephrin) [Source:HGNC Symbol;Acc:7908]	19	36316866	36342740	-1	25874	1.839362865	-1.095265411	5.976441475	5.20407E-08	1.67952E-05	8.150529957
ENSG00000169862	CTNND2	protein_coding	catenin (cadherin-associated protein). delta 2 [Source:HGNC Symbol;Acc:2516]	5	10971952	11904155	-1	932203	2.496309406	-0.074818001	5.856933139	8.72727E-08	2.76716E-05	7.70310431
ENSG00000169856	ONECUT1	protein_coding	one cut homeobox 1 [Source:HGNC Symbol;Acc:8138]	15	53049186	53083273	-1	34087	2.954299826	-0.039449044	5.703517865	1.68706E-07	5.08172E-05	7.068510252
ENSG00000171759	PAH	protein_coding	phenylalanine hydroxylase [Source:HGNC Symbol;Acc:8582]	12	103230663	103352188	-1	121525	2.957289177	-1.626776989	5.70572425	1.66101E-07	5.08172E-05	7.066936789
ENSG00000066032	CTNNA2	protein_coding	catenin (cadherin-associated protein). alpha 2 [Source:HGNC Symbol;Acc:2510]	2	79412357	80875905	1	1463548	2.563791189	-1.620191625	5.707962603	1.64166E-07	5.08172E-05	7.055743621
ENSG00000173930	SLCO4C1	protein_coding	solute carrier organic anion transporter family. member 4C1 [Source:HGNC Symbol;Acc:23612]	5	101569690	101632253	-1	62563	1.862549663	-0.674067037	5.664098005	1.97679E-07	5.8568E-05	6.924076713
ENSG00000147488	ST18	protein_coding	suppression of tumorigenicity 18 (breast carcinoma) (zinc finger protein) [Source:HGNC Symbol;Acc:18695]	8	53023399	53373519	-1	350120	1.917072957	1.233774423	5.637409728	2.21706E-07	6.46274E-05	6.775844173
ENSG00000165443	PHYHIPL	protein_coding	phytanoyl-CoA 2-hydroxylase interacting protein-like [Source:HGNC Symbol;Acc:29378]	10	60936350	61007534	1	71184	2.315301973	0.001491588	5.606456274	2.52744E-07	7.25055E-05	6.695588999
ENSG00000110436	SLC1A2	protein_coding	solute carrier family 1 (glial high affinity glutamate transporter). member 2 [Source:HGNC Symbol;Acc:10940]	11	35272753	35441610	-1	168857	1.737585082	0.091440802	5.556374766	3.1119E-07	8.65253E-05	6.502805209
ENSG00000124374	PAIP2B	protein_coding	poly(A) binding protein interacting protein 2B [Source:HGNC Symbol;Acc:29200]	2	71409869	71454213	-1	44344	1.300760762	2.340253066	5.577178021	2.8516E-07	8.05266E-05	6.473410164
ENSG00000040731	CDH10	protein_coding	cadherin 10. type 2 (T2-cadherin) [Source:HGNC Symbol;Acc:1749]	5	24487209	24645087	-1	157878	2.874123966	-2.181812514	5.538503693	3.35405E-07	9.18451E-05	6.344943897
ENSG00000180535	BHLHA15	protein_coding	basic helix-loop-helix family. member a15 [Source:HGNC Symbol;Acc:22265]	7	97841566	97842271	1	705	2.027234296	-1.347582248	5.481779357	4.25184E-07	0.000114692	6.185467269
ENSG00000151952	TMEM132D	protein_coding	transmembrane protein 132D [Source:HGNC Symbol;Acc:29411]	12	129556270	130388211	-1	831941	2.968700809	-1.908945989	5.478570848	4.31612E-07	0.000114714	6.162458659
ENSG00000241935	HOGA1	protein_coding	4-hydroxy-2-oxoglutarate aldolase 1 [Source:HGNC Symbol;Acc:25155]	10	99344080	99372559	1	28479	1.450442546	0.056671604	5.457143515	4.71167E-07	0.000121649	6.114945379
ENSG00000150627	WDR17	protein_coding	WD repeat domain 17 [Source:HGNC Symbol;Acc:16661]	4	176986985	177103978	1	116993	1.299692589	1.496022341	5.452830229	4.79705E-07	0.000122109	6.03903116
ENSG00000039537	C6	protein_coding	complement component 6 [Source:HGNC Symbol;Acc:1339]	5	41142336	41261540	-1	119204	2.799656822	1.646439165	5.464504075	4.61565E-07	0.000120897	6.003841999
ENSG00000115386	REG1A	protein_coding	regenerating islet-derived 1 alpha [Source:HGNC Symbol;Acc:9951]	2	79347488	79350545	1	3057	5.056559345	5.849389438	5.390881902	6.26681E-07	0.000157306	5.688469538
ENSG00000108309	RUNDC3A	protein_coding	RUN domain containing 3A [Source:HGNC Symbol;Acc:16984]	17	42385781	42396039	1	10258	1.438810492	0.445644464	5.30835994	8.72323E-07	0.000213047	5.522352564
ENSG00000251594	RP11-728F11.1	processed_transcript	None	11	117671559	117690134	-1	18575	2.062087153	-1.989004827	5.310144295	8.65941E-07	0.000213047	5.485617339
ENSG00000197584	KCNMB2	protein_coding	potassium large conductance calcium-activated channel. subfamily M. beta member 2 [Source:HGNC Symbol;Acc:6286]	3	177990720	178562217	1	571497	2.513912515	-0.701003229	5.284278758	9.65159E-07	0.000232578	5.446470182
ENSG00000244067	GSTA2	protein_coding	glutathione S-transferase alpha 2 [Source:HGNC Symbol;Acc:4627]	6	52614897	52628367	-1	13470	2.488773987	-0.832131893	5.276815507	9.94945E-07	0.000233528	5.418604644
ENSG00000158813	EDA	protein_coding	ectodysplasin A [Source:HGNC Symbol;Acc:3157]	X	68835911	69259319	1	423408	1.351138156	1.094197293	5.278154312	9.87618E-07	0.000233528	5.374464934
ENSG00000134463	ECHDC3	protein_coding	enoyl CoA hydratase domain containing 3 [Source:HGNC Symbol;Acc:23489]	10	11784365	11806069	1	21704	1.468161891	0.825253696	5.25294324	1.09517E-06	0.000253756	5.284271532
ENSG00000187045	TMPRSS6	protein_coding	transmembrane protease. serine 6 [Source:HGNC Symbol;Acc:16517]	22	37461476	37505603	-1	44127	2.225134711	-1.31775174	5.225626659	1.22466E-06	0.000276665	5.217799352
ENSG00000171067	C11orf24	protein_coding	chromosome 11 open reading frame 24 [Source:HGNC Symbol;Acc:1174]	11	68028803	68039469	-1	10666	-0.745383116	4.497665216	-5.238398004	1.16235E-06	0.000265914	5.054719634
ENSG00000138356	AOX1	protein_coding	aldehyde oxidase 1 [Source:HGNC Symbol;Acc:553]	2	201450591	201541787	1	91196	1.569106472	2.79840793	5.216803705	1.27357E-06	0.000284163	4.980041561
ENSG00000176533	GNG7	protein_coding	guanine nucleotide binding protein (G protein). gamma 7 [Source:HGNC Symbol;Acc:4410]	19	2511217	2702707	-1	191490	1.274412449	1.073691289	5.157968372	1.61334E-06	0.0003513	4.912750832
ENSG00000170099	SERPINA6	protein_coding	serpin peptidase inhibitor. clade A (alpha-1 antiproteinase. antitrypsin). member 6 [Source:HGNC Symbol;Acc:1540]	14	94770585	94789731	-1	19146	2.684472323	-0.442288454	5.125593891	1.84893E-06	0.000393127	4.826881353
ENSG00000188488	SERPINA5	protein_coding	serpin peptidase inhibitor. clade A (alpha-1 antiproteinase. antitrypsin). member 5 [Source:HGNC Symbol;Acc:8723]	14	95027779	95059457	1	31678	2.725520399	3.708877374	5.177810571	1.50145E-06	0.000330923	4.756030516
ENSG00000090661	CERS4	protein_coding	ceramide synthase 4 [Source:HGNC Symbol;Acc:23747]	19	8271620	8327305	1	55685	1.353063166	1.702094205	5.130126318	1.80626E-06	0.000388626	4.748230378
ENSG00000175497	DPP10	protein_coding	dipeptidyl-peptidase 10 (non-functional) [Source:HGNC Symbol;Acc:20823]	2	115199876	116603328	1	1403452	2.90158395	-1.989919967	5.057354714	2.42784E-06	0.000510213	4.576390133
ENSG00000184515	BEX5	protein_coding	brain expressed. X-linked 5 [Source:HGNC Symbol;Acc:27990]	X	101408680	101411029	-1	2349	1.574540345	0.053639448	5.050280564	2.49329E-06	0.00051206	4.550799624
ENSG00000137860	SLC28A2	protein_coding	solute carrier family 28 (sodium-coupled nucleoside transporter). member 2 [Source:HGNC Symbol;Acc:11002]	15	45544428	45568149	1	23721	2.298042682	-0.096426238	5.052149162	2.48025E-06	0.00051206	4.550418619
ENSG00000157315	TMED6	protein_coding	transmembrane emp24 protein transport domain containing 6 [Source:HGNC Symbol;Acc:28331]	16	69377151	69385712	-1	8561	2.202901547	-1.396060049	5.024156586	2.76918E-06	0.000556082	4.461207019
ENSG00000151224	MAT1A	protein_coding	methionine adenosyltransferase I. alpha [Source:HGNC Symbol;Acc:6903]	10	82031576	82049440	-1	17864	2.341290595	-1.031188421	4.956441388	3.63433E-06	0.000721793	4.213929297
ENSG00000116833	NR5A2	protein_coding	nuclear receptor subfamily 5. group A. member 2 [Source:HGNC Symbol;Acc:7984]	1	199996730	200146552	1	149822	2.050425806	3.89694872	5.028847208	2.73808E-06	0.000556014	4.171585041
ENSG00000105707	HPN	protein_coding	hepsin [Source:HGNC Symbol;Acc:5155]	19	35531410	35557475	1	26065	2.869412277	0.97441126	4.941981824	3.87496E-06	0.000761219	4.018081949
ENSG00000108849	PPY	protein_coding	pancreatic polypeptide [Source:HGNC Symbol;Acc:9327]	17	42018172	42019836	-1	1664	4.054006455	0.53257138	4.896804969	4.63551E-06	0.000900834	3.852777431
ENSG00000114279	FGF12	protein_coding	fibroblast growth factor 12 [Source:HGNC Symbol;Acc:3668]	3	191859684	192485553	-1	625869	1.541240299	-0.103128969	4.813711516	6.38728E-06	0.001228057	3.675111409
ENSG00000120457	KCNJ5	protein_coding	potassium inwardly-rectifying channel. subfamily J. member 5 [Source:HGNC Symbol;Acc:6266]	11	128760140	128790930	1	30790	1.207751565	1.72990017	4.789162271	7.03326E-06	0.001310433	3.452260775
ENSG00000006071	ABCC8	protein_coding	ATP-binding cassette. sub-family C (CFTR/MRP). member 8 [Source:HGNC Symbol;Acc:59]	11	17414432	17498449	-1	84017	2.941720409	1.344517885	4.792400277	6.99225E-06	0.001310433	3.424929448
ENSG00000108576	SLC6A4	protein_coding	solute carrier family 6 (neurotransmitter transporter. serotonin). member 4 [Source:HGNC Symbol;Acc:11050]	17	28521337	28563020	-1	41683	1.224676679	0.177395248	4.741767836	8.46501E-06	0.001561103	3.405185826
ENSG00000058404	CAMK2B	protein_coding	calcium/calmodulin-dependent protein kinase II beta [Source:HGNC Symbol;Acc:1461]	7	44256749	44374176	-1	117427	2.125717699	-0.83234196	4.728014951	8.93353E-06	0.001618675	3.378741131
ENSG00000086619	ERO1LB	protein_coding	ERO1-like beta (S. cerevisiae) [Source:HGNC Symbol;Acc:14355]	1	236378855	236445319	-1	66464	1.452867535	3.739344793	4.796773037	6.84796E-06	0.001302771	3.304518431
ENSG00000120057	SFRP5	protein_coding	secreted frizzled-related protein 5 [Source:HGNC Symbol;Acc:10779]	10	99526508	99531709	-1	5201	2.625064763	0.903676064	4.728872345	8.95632E-06	0.001618675	3.237495324
ENSG00000153822	KCNJ16	protein_coding	potassium inwardly-rectifying channel. subfamily J. member 16 [Source:HGNC Symbol;Acc:6262]	17	68049570	68131749	1	82179	2.786753679	0.197634726	4.708370811	9.69592E-06	0.001706778	3.221524732
ENSG00000163581	SLC2A2	protein_coding	solute carrier family 2 (facilitated glucose transporter). member 2 [Source:HGNC Symbol;Acc:11006]	3	170714137	170744539	-1	30402	2.514073963	-0.890460009	4.674775759	1.10076E-05	0.001912888	3.181846991
ENSG00000125820	NKX2-2	protein_coding	NK2 homeobox 2 [Source:HGNC Symbol;Acc:7835]	20	21491648	21494664	-1	3016	2.774520525	-1.495640203	4.669644727	1.12279E-05	0.001932594	3.17615032
ENSG00000156968	MPV17L	protein_coding	MPV17 mitochondrial membrane protein-like [Source:HGNC Symbol;Acc:26827]	16	15489611	15503458	1	13847	1.488932401	1.296108199	4.659622691	1.16475E-05	0.001985897	3.00094814
ENSG00000114115	RBP1	protein_coding	retinol binding protein 1. cellular [Source:HGNC Symbol;Acc:9919]	3	139236276	139258671	-1	22395	1.534280923	3.686270055	4.708827001	9.66657E-06	0.001706778	2.975169832
ENSG00000183049	CAMK1D	protein_coding	calcium/calmodulin-dependent protein kinase ID [Source:HGNC Symbol;Acc:19341]	10	12391481	12877545	1	486064	0.827987851	4.140432423	4.706061523	9.72712E-06	0.001706778	2.961491836
ENSG00000186496	ZNF396	protein_coding	zinc finger protein 396 [Source:HGNC Symbol;Acc:18824]	18	32946661	32957301	-1	10640	0.813268419	1.485462267	4.632340198	1.29377E-05	0.002145161	2.931906245
ENSG00000133134	BEX2	protein_coding	brain expressed X-linked 2 [Source:HGNC Symbol;Acc:30933]	X	102564274	102565974	-1	1700	1.532445634	1.477134233	4.640096673	1.25672E-05	0.002107757	2.919295101
ENSG00000160200	CBS	protein_coding	cystathionine-beta-synthase [Source:HGNC Symbol;Acc:1550]	21	44473301	44497053	-1	23752	1.263039404	1.848012579	4.639294713	1.25955E-05	0.002107757	2.88697372
ENSG00000152092	ASTN1	protein_coding	astrotactin 1 [Source:HGNC Symbol;Acc:773]	1	176826438	177134109	-1	307671	1.958890602	-1.849945736	4.567274632	1.66087E-05	0.002704226	2.810834555
ENSG00000134962	KLB	protein_coding	klotho beta [Source:HGNC Symbol;Acc:15527]	4	39408473	39453156	1	44683	1.223626138	-0.390079632	4.549421344	1.77812E-05	0.002869274	2.739147693
ENSG00000181031	RPH3AL	protein_coding	rabphilin 3A-like (without C2 domains) [Source:HGNC Symbol;Acc:10296]	17	62293	236045	-1	173752	0.948875137	2.863814469	4.60508206	1.43681E-05	0.002360681	2.683429614
ENSG00000185559	DLK1	protein_coding	delta-like 1 homolog (Drosophila) [Source:HGNC Symbol;Acc:2907]	14	101192042	101201539	1	9497	3.290667434	-1.339257862	4.505147337	2.11505E-05	0.003353102	2.581514611
ENSG00000180440	SERTM1	protein_coding	serine-rich and transmembrane domain containing 1 [Source:HGNC Symbol;Acc:33792]	13	37248049	37271976	1	23927	2.305182165	-3.004199812	4.524505151	1.95524E-05	0.003127177	2.571641542
ENSG00000178162	AC140481.1	pseudogene	None	2	131174328	131188936	-1	14608	1.522541133	0.628439378	4.499727895	2.14828E-05	0.003376169	2.491720833
ENSG00000146039	SLC17A4	protein_coding	solute carrier family 17 (sodium phosphate). member 4 [Source:HGNC Symbol;Acc:10932]	6	25754927	25781419	1	26492	2.419899586	-1.040519128	4.439056465	2.70735E-05	0.004182045	2.354148777
ENSG00000182901	RGS7	protein_coding	regulator of G-protein signaling 7 [Source:HGNC Symbol;Acc:10003]	1	240931554	241520530	-1	588976	2.318284229	-1.069217377	4.40924992	3.02647E-05	0.004483932	2.258400597
ENSG00000165548	TMEM63C	protein_coding	transmembrane protein 63C [Source:HGNC Symbol;Acc:23787]	14	77582911	77725838	1	142927	1.698076625	-0.403443313	4.408878257	3.02683E-05	0.004483932	2.238614584
ENSG00000168491	CCDC110	protein_coding	coiled-coil domain containing 110 [Source:HGNC Symbol;Acc:28504]	4	186366336	186392913	-1	26577	1.275898437	-0.068334488	4.397899421	3.15406E-05	0.004634422	2.192551774
ENSG00000176490	DIRAS1	protein_coding	DIRAS family. GTP-binding RAS-like 1 [Source:HGNC Symbol;Acc:19127]	19	2714565	2721416	-1	6851	1.829742819	-0.915564534	4.375562828	3.42907E-05	0.004957884	2.144549177
ENSG00000232040	SCAND3	protein_coding	SCAN domain containing 3 [Source:HGNC Symbol;Acc:13851]	6	28539407	28583989	-1	44582	2.271171126	-0.807878064	4.380744268	3.36923E-05	0.004910653	2.140847728
ENSG00000091428	RAPGEF4	protein_coding	Rap guanine nucleotide exchange factor (GEF) 4 [Source:HGNC Symbol;Acc:16626]	2	173600002	173917621	1	317619	1.065915094	2.607502795	4.450108082	2.5919E-05	0.004038231	2.138896402
ENSG00000189164	ZNF527	protein_coding	zinc finger protein 527 [Source:HGNC Symbol;Acc:29385]	19	37861963	37883968	1	22005	0.626553911	2.76194214	4.429452478	2.80164E-05	0.004254966	2.07787484
